,AR
"YLPM1>PPP4R2,+",1
"CPD>ROBO1,+",1
"PDCD7>AR,+",1
"EZH1>TMX2,+",1
"GNAQ>PFDN1,+",1
"ESAM>UBE3A,+",1
"ATP6AP2>LAMA5,+",1
"ADAR>IFI44L,+",1
"RPL26>RPL35,+",1
"FAM167B>CWC15,-",1
"TMX2>EZH1,+",1
"RSF1>TMX2,+",1
"C9orf78>HNRNPUL1,+",1
"PPP2R1A>RSF1,+",1
"AR>MAP3K2,+",1
"PPP2R1A>MAP3K2,+",1
"PDE4D>LCORL,+",1
"RAP1A>LCORL,+",1
"PPP2R1A>LCORL,+",1
"RAP1A>RSF1,+",1
"TMX2>PPP2R1A,+",1
"PDE4D>OGT,+",1
"PDE4D>PPP2R1A,+",1
"THSD7A>PPP2R1A,+",1
"PDE4D>EPS15,+",1
"FRA10AC1>NAP1L4,+",1
"FRA10AC1>CTBS,+",1
"G3BP1>GNAQ,+",1
"ADAR>COPS6,+",1
"COPB2>GBP4,+",1
"COPS6>SEPT9,+",1
"TM2D3>EPC1,+",1
"TM2D3>CUTA,+",1
"ADAR>ADAMTS1,+",1
"ATP6AP2>NTHL1,+",1
"EIF2S1>TAP1,+",1
"PNKD>TAP1,+",1
"ADAR>EPC1,+",1
"ADAR>PPIP5K2,+",1
"CWC15>TRIM56,-",1
"RASSF9>IFI44L,+",1
"ATP6AP2>COPA,+",1
"GSPT1>COPA,+",1
"TM2D3>NF1,+",1
"LCORL>GSPT1,+",1
"WWC2>GSPT1,+",1
"NF1>ATP6AP2,+",1
"CAND1>TRIM56,+",1
"LCORL>C8orf59,+",1
"EIF2S1>SSFA2,+",1
"THSD7A>MIR4435-2HG,+",1
"MIER1>MIR4435-2HG,+",1
"GSPT1>EPRS,+",1
"CWC15>EPRS,+",1
"PDE4D>EPRS,+",1
"NAP1L4>ITM2A,+",1
"CWC15>ROBO1,+",1
"CUTA>WWC2,+",1
"EIF2S1>PDCD7,+",1
"MIER1>PDCD7,+",1
"NPDC1>THSD7A,+",1
"RPL34>RPL21,+",1
"IFI44L>WWC2,+",1
"ITM2A>WWC2,+",1
"RSBN1>GSPT1,+",1
"ATP6AP2>ADD1,+",1
"EIF2S1>LCORL,-",1
"OGT>DNTTIP2,+",1
"PSMD12>BCL6,-",1
"TIAL1>NET1,+",1
"MRPL32>EI24,+",1
"CAVIN3>EI24,+",1
"GNAQ>SNW1,+",1
"SRPRA>FTX,+",1
"ATN1>DNTTIP2,+",1
"SEPT2>CAVIN3,+",1
"PSMD12>DNTTIP2,+",1
"SRPRA>LRRC8C,+",1
"SHPRH>PRKDC,-",1
"PPP2R5C>NEMF,+",1
"POGZ>NF1,+",1
"POGZ>RUNX1T1,+",1
"HOXB7>BCL6,-",1
"MRPL36>INPP1,+",1
"ITM2A>NAP1L4,+",1
"PDE4D>MPRIP,+",1
"GSPT1>ITFG1,+",1
"SMARCE1>ITFG1,+",1
"ZFC3H1>G3BP1,-",1
"MIER1>G3BP1,+",1
"THOC2>HLA-DQA1,+",1
"TM2D3>MPRIP,-",1
"CRIP2>CWC15,+",1
"CCDC14>ATN1,+",1
"TRIM56>AR,-",1
"ITM2A>AR,+",1
"LSM12>TMEM259,-",1
"KMT2C>TCN2,-",1
"MRPL36>TCN2,+",1
"MRPL36>SMDT1,+",1
"WWC2>LCORL,+",1
"CWC15>RBMS3,+",1
"FBXO7>MIR99AHG,+",1
"PLRG1>PON2,+",1
"CBX5>PPP4R2,-",1
"COMT>ATP6AP2,+",1
"REEP5>SEPT9,+",1
"COPA>TIE1,+",1
"GANAB>MRPL32,+",1
"SELENOH>PLA2G16,+",1
"COMT>PON2,+",1
"COMT>LARP7,+",1
"PPIC>EIF2S1,+",1
"AR>FBXO3,+",1
"CTBS>FBXO3,+",1
"REEP5>NAP1L4,+",1
"CCDC14>AR,+",1
"MRPL32>AR,+",1
"DOCK9>PTPRG,+",1
"TMEM259>TRA2A,+",1
"RAP1A>WASL,+",1
"ATP2B4>COPA,+",1
"REEP5>WARS,+",1
"GANAB>CWC15,+",1
"COPA>SRSF5,+",1
"PRDX6>SRSF5,+",1
"REEP5>COX6B1,+",1
"MYL12B>COPA,+",1
"WARS>CIR1,+",1
"COMT>TRA2A,+",1
"COX6B1>CIR1,+",1
"RAB21>NDUFS6,+",1
"CARHSP1>NDUFS6,+",1
"ATP5MF>GBP4,+",1
"SUN2>TRA2A,+",1
"PTPRG>TRA2A,+",1
"CWC15>AKR1A1,+",1
"CAND1>TIAL1,+",1
"NAP1L4>TOR1AIP1,+",1
"APH1A>REV1,+",1
"RAP1A>NDUFC2,+",1
"SLC39A10>CCDC68,+",1
"ITM2A>APH1A,+",1
"ATP6AP2>APH1A,+",1
"TM2D3>REV1,+",1
"ARFGAP3>REV1,+",1
"ZFC3H1>CAND1,+",1
"EIF2S1>RSBN1,-",1
"CWC15>CAND1,+",1
"ATP6AP2>HSPD1,+",1
"CWC15>RAB14,+",1
"ATP6AP2>RAB14,+",1
"WWC2>YTHDF3,+",1
"RAP1A>TOR1AIP1,+",1
"PDE4D>RSBN1,+",1
"GSPT1>BIRC2,+",1
"PDE4D>TIAL1,+",1
"G3BP1>TAP2,+",1
"CWC15>TIAL1,+",1
"SMARCE1>TIAL1,+",1
"RPL21>RPL34,+",1
"TM2D3>PLPP1,+",1
"NF1>RPS17,+",1
"ATP6AP2>TAP2,+",1
"MAZ>OAZ2,+",1
"G3BP1>BIRC2,+",1
"ZFC3H1>KNOP1,+",1
"CUTA>LYL1,+",1
"ATP6AP2>ARFGAP3,+",1
"AR>HEXB,+",1
"MIER1>ANAPC13,-",1
"RPL34>RPL17,+",1
"SRPRA>CDK2AP2,-",1
"SRPRA>MIR99AHG,+",1
"COPS6>DPM3,+",1
"C8orf59>CCT4,+",1
"CLTA>EXOC1,+",1
"CCDC90B>DPYSL2,+",1
"PKM>DPYSL2,+",1
"C1orf43>GHITM,+",1
"MAP3K2>GHITM,+",1
"TCEAL3>CCT4,+",1
"RAB14>CCT4,+",1
"GHITM>EXOC1,+",1
"NFE2L1>LIMA1,+",1
"CCDC90B>TOR1AIP1,+",1
"MRPL32>TAX1BP3,+",1
"COPB2>PBXIP1,+",1
"TCEAL3>PBXIP1,-",1
"MMP24OS>PBXIP1,-",1
"TCEAL3>EXOC1,+",1
"MRPL32>EXOC1,-",1
"ARHGEF12>NDUFS6,+",1
"PKM>GGCT,+",1
"NUTM2B-AS1>ARFGAP3,+",1
"ERC1>ATP11A,+",1
"CTCF>ATP11A,+",1
"ATN1>ATP11A,-",1
"C9orf78>GGCT,+",1
"MRPL36>GGCT,+",1
"KMT2C>RAP1A,+",1
"FBXO7>AR,+",1
"PPP4R2>ARF5,-",1
"ATP11A>EPS15,+",1
"HNRNPUL1>FBXO7,+",1
"TFAM>CFI,+",1
"ARF5>CFI,+",1
"ATP11A>AR,+",1
"COPB2>NDUFS6,+",1
"PFDN1>TTC3,+",1
"HOXB7>NAP1L4,+",1
"PEBP1>SUN2,+",1
"EIF3D>RAP1A,+",1
"PEBP1>NFIL3,+",1
"ARHGEF12>NFE2L1,+",1
"EIF2S1>NFE2L1,-",1
"C8orf59>PMP22,+",1
"CCDC90B>RAB2A,+",1
"EIF3D>SUN2,+",1
"CCT7>PEBP1,+",1
"ZEB1>SUMO1,+",1
"EIF2S1>C1QBP,+",1
"C8orf59>RWDD4,+",1
"COPB2>CWC15,+",1
"COMT>CWC15,+",1
"ADAR>EPS15,+",1
"NFIL3>PEBP1,+",1
"CCDC90B>NR1D2,+",1
"NR1D2>CCDC90B,+",1
"NOB1>DERL1,+",1
"C1orf43>CCDC90B,+",1
"ARHGEF12>TCEAL3,+",1
"COMT>TCEAL3,+",1
"MRPL32>MRPL17,+",1
"GHITM>MRPL17,-",1
"ADAR>DERL1,+",1
"RAB14>MAP3K2,+",1
"SEPT9>HIP1,+",1
"TIAL1>ADAR,+",1
"TCEAL3>C9orf78,+",1
"COMT>C9orf78,+",1
"TCEAL3>GBP2,+",1
"COPS6>GBP2,+",1
"C8orf59>GBP2,+",1
"PKM>PSMD12,+",1
"GGCT>NAP1L4,+",1
"OGT>RSBN1,+",1
"ARF5>WASL,+",1
"POGZ>DENR,+",1
"PSMD12>DENR,+",1
"NUTM2B-AS1>PDE4D,+",1
"ATN1>PDE4D,+",1
"SRPRA>PDE4D,+",1
"RAI14>PPP2R5C,+",1
"TFAM>ANP32B,+",1
"PPP2R5C>CYBC1,+",1
"SNW1>ANP32B,+",1
"ATP11A>GTF2I,+",1
"PKM>U2SURP,+",1
"PPP2R5C>U2SURP,+",1
"POGZ>OGT,+",1
"SEPT2>COMMD2,+",1
"NUTM2B-AS1>PINK1,+",1
"SNW1>CYBC1,+",1
"ATN1>COMMD2,-",1
"MRPL36>GSPT1,+",1
"ATN1>RSBN1,+",1
"SEPT2>NUTM2B-AS1,+",1
"POGZ>NUTM2B-AS1,+",1
"OGT>GSPT1,+",1
"POGZ>GSPT1,+",1
"ARF5>GSPT1,+",1
"ATN1>CCDC14,+",1
"LSM12>CYBC1,+",1
"HOXB7>ATP6AP2,-",1
"OGT>ERC1,+",1
"SNW1>POGZ,+",1
"CFI>TFAM,+",1
"POGZ>FNBP1,+",1
"NUTM2B-AS1>FNBP1,+",1
"SHPRH>COMMD2,-",1
"MRPL36>COMMD2,+",1
"CCDC14>NAP1L4,+",1
"ATP11A>SMC2,+",1
"KANSL1>REEP5,+",1
"POGZ>CREBRF,+",1
"FBXO7>C9orf78,+",1
"ASH1L>THSD7A,+",1
"NEMF>SMARCE1,+",1
"MAP3K2>SMC2,-",1
"MAP3K2>ADAR,-",1
"HOXB7>KNOP1,+",1
"NUTM2B-AS1>ADAR,+",1
"PKM>RAI14,+",1
"SEPT2>RAI14,+",1
"SRPRA>RAI14,+",1
"MAP3K2>G3BP1,+",1
"TFAM>ROBO1,-",1
"HNRNPUL1>KNOP1,+",1
"HSPD1>KNOP1,+",1
"POGZ>CDK4,+",1
"OGT>MAP3K2,+",1
"MRPL36>GSK3A,+",1
"ATP11C>GSK3A,+",1
"MAP3K2>MRPL36,-",1
"NEMF>MRPL36,+",1
"SRPRA>SHPRH,+",1
"G3BP1>SRP9,-",1
"PSMD12>MAP3K2,+",1
"SRPRA>MPRIP,+",1
"FBXO7>HNRNPUL1,+",1
"MRPL36>HNRNPUL1,+",1
"LSM12>CTCF,+",1
"MRPL36>CTCF,+",1
"MAP3K2>SLC29A1,+",1
"HNRNPUL1>MPRIP,+",1
"COPA>PPP4R2,+",1
"ESAM>NAP1L4,+",1
"GANAB>NAP1L4,+",1
"ARHGEF12>NTN4,+",1
"C8orf59>TMX2,+",1
"NR1D2>RAB14,+",1
"PBRM1>SEPT9,+",1
"PDE4D>PBRM1,+",1
"SLFN5>G3BP1,+",1
"PLCB4>TMEM109,+",1
"NAA38>TMEM109,+",1
"FNBP1>NAP1L4,+",1
"POGZ>HLA-DOA,+",1
"MIER1>HLA-DOA,-",1
"YTHDF3>HLA-DOA,+",1
"NMT1>CCT2,+",1
"XRN1>GCC2,+",1
"YTHDF3>GCC2,-",1
"CWC15>CDC42EP3,-",1
"SDCCAG8>CRYBG3,+",1
"FNBP1>CRYBG3,+",1
"EPS15>FZD4,+",1
"SDCCAG8>AHNAK2,+",1
"EPS15>ZNF580,+",1
"PEBP1>PRDX6,+",1
"FNBP1>DOCK9,+",1
"FNBP1>CWC15,+",1
"C9orf78>CWC15,+",1
"KIDINS220>AHNAK2,+",1
"DPYSL2>TIAL1,+",1
"TMEM109>FZD4,+",1
"LYL1>TIAL1,+",1
"DPYSL2>NR1D2,+",1
"ABLIM1>NR1D2,+",1
"GLRX>NR1D2,+",1
"PTPRG>NR1D2,+",1
"CDK2AP2>CCL14,-",1
"SMC4>CDC42EP3,+",1
"POLR2I>NFIL3,+",1
"POLR2I>ATP5PD,+",1
"EIF2S1>XRN1,-",1
"ZNF292>TAOK3,+",1
"YTHDF3>TAOK3,+",1
"SMARCA4>OTUB1,+",1
"ZNF292>DPM3,+",1
"RAB14>GGCT,+",1
"ABCC4>GGCT,-",1
"PSMD11>MYDGF,+",1
"SETD2>HNRNPUL1,+",1
"ITFG1>MYDGF,-",1
"CORO1C>EIF3J,+",1
"ATL3>RHOU,-",1
"COPA>ADAR,+",1
"PNKD>YLPM1,+",1
"MYDGF>YLPM1,-",1
"PNKD>MYCT1,+",1
"SENP6>ZNF292,+",1
"YTHDF3>ATP5PD,-",1
"SENP6>PPIP5K2,+",1
"ABCC4>ATP5PD,+",1
"NMT1>ATP11A,+",1
"VGLL4>ATP11A,+",1
"ABCC4>PPIP5K2,+",1
"SMARCA4>PPIP5K2,+",1
"REV1>PPIP5K2,+",1
"NMT1>PPIP5K2,+",1
"CWC15>IFNAR2,+",1
"TMEM259>MIER1,-",1
"CWC15>PDE4D,+",1
"COPA>ITFG1,+",1
"EIF3J>FRMD4B,+",1
"GNAQ>IFNAR2,+",1
"SMARCA4>IFNAR2,+",1
"LYL1>TMEM127,+",1
"ROBO1>TMEM127,+",1
"PHC2>TMEM127,+",1
"PFDN1>RAP1A,+",1
"HSPD1>MIER1,+",1
"NUCB1>NORAD,+",1
"MPRIP>REV1,+",1
"ABCC4>REV1,+",1
"HEBP1>GGT5,+",1
"DCP2>GGT5,-",1
"CAPRIN1>MPRIP,+",1
"GSK3A>GSPT1,+",1
"PPP2R1A>MPRIP,+",1
"HEBP1>MPRIP,+",1
"GLRX>MTRF1L,-",1
"DPYSL2>MOB1A,+",1
"C9orf78>MOB1A,-",1
"TMEM127>ADCY4,+",1
"RSF1>MIER1,+",1
"GNAI3>GSPT1,+",1
"LYL1>GHITM,+",1
"SEPT9>PCYOX1,+",1
"RPS17>EPRS,+",1
"BCAP29>EPRS,+",1
"SETD2>EPRS,+",1
"HEBP1>PSMA1,+",1
"VCL>PSMA1,+",1
"NAP1L4>CAPRIN1,+",1
"TRIOBP>PCYOX1,+",1
"PSMD11>GSPT1,+",1
"ITM2A>TIAL1,+",1
"PDLIM5>CALM3,+",1
"HEBP1>CALM3,+",1
"GTF2F1>GNAI3,-",1
"TRIOBP>GNAI3,+",1
"DHRS7>GSPT1,+",1
"SNCG>ADCY4,+",1
"C9orf78>NDUFB4,+",1
"C9orf78>ABCB1,+",1
"NAP1L4>COPA,+",1
"NDUFB4>IFI44L,+",1
"PFDN2>IFI44L,+",1
"ARF5>ABLIM1,+",1
"NAP1L4>ABLIM1,+",1
"NUCB1>NAA38,+",1
"NAP1L4>TAOK3,+",1
"C9orf78>KIDINS220,+",1
"RPS17>PLCB4,+",1
"PDE4D>FNBP1,+",1
"TMEM109>PHC2,+",1
"NAP1L4>ITFG1,+",1
"VCL>HNRNPUL1,+",1
"MIER1>NRDE2,+",1
"SDCCAG8>POLR2I,+",1
"PEBP1>PLCB4,+",1
"PFDN2>HEBP1,+",1
"NAP1L4>TRIM38,+",1
"TMEM109>DYNC1H1,+",1
"SUN2>LCORL,-",1
"CDK2AP2>LYL1,-",1
"NAA38>PPIG,+",1
"FNBP1>CTBS,+",1
"CREB1>CTBS,+",1
"FNBP1>THSD7A,+",1
"ADCY4>SUMO1,+",1
"RBP5>HEBP1,+",1
"MIER1>SUMO1,+",1
"CTBS>MT2A,+",1
"SUN2>MT2A,+",1
"AR>MT2A,-",1
"PLCB4>TRAPPC1,+",1
"PPIG>SNCG,+",1
"NMT1>EOGT,+",1
"CCT7>RNF7,+",1
"MYCT1>RAI14,+",1
"FBXO3>TOR1AIP1,+",1
"NFE2L1>NOB1,+",1
"RPS17>NOB1,+",1
"ALG13>GLRX,-",1
"SEPT9>GLRX,+",1
"PKM>GHITM,+",1
"CFI>TMEM273,+",1
"TNFRSF14>ZMYND11,+",1
"COPA>SMC4,+",1
"NOB1>CREBRF,-",1
"CAPZB>CREBRF,+",1
"PPP2CB>JAG1,+",1
"CAPZB>RTRAF,+",1
"PPP2CB>RTRAF,+",1
"ZMYND11>GTF3A,+",1
"SEPHS2>SMC4,+",1
"EIF2S1>SMC4,+",1
"SMIM10>CDC42EP5,-",1
"EGLN1>SVIP,+",1
"CDC42EP5>IFI44L,-",1
"PAWR>GPAA1,+",1
"PPP2CB>GPAA1,+",1
"PPP2CB>PAWR,+",1
"ZMYND11>PLA2G16,+",1
"POLR2K>PLA2G16,+",1
"MRPL32>TIAL1,-",1
"SEPHS2>MAPK1IP1L,+",1
"ERGIC1>TIAL1,+",1
"SPPL2A>HIPK3,+",1
"TNFRSF14>PFDN1,+",1
"RPS17>PKM,+",1
"ZMYND11>RPS17,+",1
"SEPHS2>RPS17,+",1
"DOCK4>CDC42EP5,+",1
"ZMYND11>ALG13,+",1
"PLCB4>FAM162A,+",1
"TNFRSF14>PPHLN1,+",1
"PPP2CB>MLH3,-",1
"EIF2S1>POLR2K,+",1
"HIPK3>CTBS,+",1
"EGLN1>YTHDF3,+",1
"MRPL36>YTHDF3,+",1
"EIF2S1>PPHLN1,+",1
"MRPL36>PPHLN1,+",1
"PPP2CB>LYL1,+",1
"DOCK4>ITFG1,+",1
"PPHLN1>ITFG1,+",1
"CDC42EP5>ITFG1,+",1
"PEBP1>DOCK4,+",1
"ATL3>CFI,+",1
"ZMYND11>SEPHS2,+",1
"POLR2K>MLH3,+",1
"CFI>LYL1,+",1
"AR>ALG13,+",1
"HIPK3>ADAR,+",1
"MRPL36>SMIM10,+",1
"RPS17>NUCB1,+",1
"ZMYND11>TNFRSF14,+",1
"CDC42EP5>TNFRSF14,+",1
"OTUD6B-AS1>TNFRSF14,+",1
"PLCB4>TNFRSF14,-",1
"TNFRSF14>SERINC3,+",1
"RAP1A>GNAQ,+",1
"CDC42EP5>NFE2L1,+",1
"CLCN3>ACIN1,+",1
"MRPL36>ACIN1,+",1
"CFI>SEM1,+",1
"SPPL2A>KDM5A,+",1
"ZMYND11>KDM5A,+",1
"TNFRSF14>SEPT9,+",1
"FZD4>CALM3,+",1
"NMT1>RAI14,+",1
"HNRNPUL1>RTN3,+",1
"MYDGF>EPS15,+",1
"ARFGAP3>KRIT1,-",1
"ADAR>SENP6,+",1
"INPP1>SENP6,+",1
"BAZ2A>SENP6,+",1
"ABCC4>GBP2,+",1
"SETD2>VPS35,+",1
"POLR2I>ATF2,+",1
"VGLL4>VPS35,+",1
"INPP1>THOC2,+",1
"PNKD>ATP6AP2,+",1
"VGLL4>C9orf78,+",1
"ZNF292>COPA,+",1
"ADAR>COPA,+",1
"ITFG1>EPS15,+",1
"ADAR>ATF2,+",1
"GNAQ>ATL3,+",1
"XRN1>HDAC2,+",1
"TMEM259>NUDT14,+",1
"NUDT14>SMIM10,+",1
"HNRNPUL1>SMIM10,-",1
"GNAQ>VGLL4,+",1
"ADAR>GNAQ,+",1
"ABCC4>CALM3,+",1
"GNAQ>HDAC2,+",1
"COPA>DOC2B,+",1
"POLR2I>HDAC2,+",1
"ADAR>FBXO7,-",1
"CWC15>FBXO7,+",1
"POLR2I>FBXO7,+",1
"CORO1C>FBXO7,-",1
"PPP4R2>CFI,+",1
"MYDGF>PSMD11,+",1
"EIF3J>ANKRD17,+",1
"PPP2CB>CALM3,-",1
"GCC2>AR,-",1
"PNKD>ABCC4,+",1
"CWC15>ABCC4,+",1
"ITFG1>ABCC4,+",1
"GBP2>ABCC4,+",1
"SENP6>CWC15,+",1
"SENP6>AR,+",1
"RAP1A>STAU1,+",1
"ADAR>NAP1L4,+",1
"NFE2L1>STAU1,+",1
"ZMYND11>OTUD6B-AS1,+",1
"LAPTM4B>PPP2CB,+",1
"ZMYND11>HOXB7,+",1
"SEPT9>HOXB7,+",1
"TNFRSF14>CALM3,+",1
"POLR2I>NAP1L4,+",1
"BAZ2A>YTHDF3,+",1
"SENP6>ANKRD17,+",1
"ABCC4>ARFGAP3,+",1
"RAB14>ANKRD17,+",1
"EPS15>SUN2,-",1
"VGLL4>SUN2,+",1
"AR>BAZ2A,+",1
"SMARCA4>POLR2K,+",1
"CWC15>ARFGAP3,+",1
"SENP6>ARFGAP3,+",1
"CCT7>YTHDF3,+",1
"INPP1>SELE,-",1
"PSMD11>EIF2S1,-",1
"MYDGF>EIF2S1,+",1
"NUDT14>EIF2S1,+",1
"ABCC4>YTHDF3,+",1
"GCC2>YTHDF3,-",1
"GSK3A>CLTA,+",1
"AR>USP22,-",1
"BCAP29>HIPK3,+",1
"DENR>VGLL4,+",1
"LIX1L>AHNAK2,+",1
"PPP1CC>GNAI3,+",1
"GTF2I>GNAI3,+",1
"LYL1>SELE,+",1
"SPART>SELE,-",1
"FGD4>SELE,+",1
"RWDD4>OGT,+",1
"AR>MGLL,-",1
"IARS2>OGT,-",1
"RAP1A>OGT,+",1
"SPART>FGD4,-",1
"PKP4>S1PR1,-",1
"RAP1A>S1PR1,+",1
"BAG3>EIF2S1,-",1
"EIF6>LRRC8C,-",1
"GTF2I>MGLL,+",1
"PA2G4>GNAQ,-",1
"ASS1>SUN2,+",1
"OGT>MRPL32,+",1
"NUCB1>MRPL32,+",1
"HNRNPUL1>TIAL1,+",1
"RWDD4>TIAL1,+",1
"PLCB4>TIAL1,+",1
"PLCB4>PLA2G16,+",1
"RASSF9>EPS15,+",1
"PSMA2>MGLL,+",1
"MMP24OS>EPS15,+",1
"ASS1>LEPR,-",1
"ZEB1>NET1,+",1
"ASS1>NET1,-",1
"RAP1A>ASS1,+",1
"MAGEH1>MGLL,+",1
"RAP1A>NOB1,-",1
"CTBS>MMP24OS,+",1
"VGLL4>COX6B1,+",1
"PLCB4>AMD1,+",1
"CFI>DMAC1,+",1
"ATP5MF>DMAC1,+",1
"KLHDC2>DMAC1,-",1
"WASL>LAPTM4B,+",1
"ATL3>LAPTM4B,-",1
"SMARCE1>AMD1,+",1
"SUN2>AMD1,+",1
"FBXO3>PDCD7,+",1
"PLCB4>S1PR1,+",1
"UBE3A>ETS1,+",1
"S1PR1>TAF10,+",1
"KLHDC2>TAF10,+",1
"WASL>ZNF131,+",1
"SMC2>ZNF131,+",1
"YLPM1>PDCD7,+",1
"UBE3A>MPRIP,-",1
"PA2G4>ROBO1,-",1
"MRPL32>UBE3A,+",1
"PA2G4>AR,-",1
"PSMA2>AR,-",1
"MGLL>AR,-",1
"NEMF>SRM,+",1
"AMD1>SRM,+",1
"EIF2S3>IMP3,+",1
"SMARCE1>UBE3A,+",1
"CFI>MPRIP,+",1
"MMP24OS>HGSNAT,+",1
"SUN2>HGSNAT,-",1
"ATL3>POSTN,-",1
"COPA>TCEAL4,+",1
"CFI>TUBB6,+",1
"UBE3A>TUBB6,+",1
"LPAR6>MRPL32,+",1
"ASS1>SEPT9,+",1
"CFI>ITM2A,+",1
"TMEM259>GTF2I,+",1
"IARS2>ITFG1,+",1
"PCYOX1>SARS,+",1
