,AR
"ROBO1>SARS,-",1
"ASS1>SARS,+",1
"PPP1CC>ZEB1,+",1
"RAP1A>ZEB1,+",1
"MGLL>GTF2I,+",1
"AHNAK2>TMEM43,+",1
"GNAI3>GTF2I,+",1
"PPP1R15B>ITGA5,+",1
"SPART>ITGA5,+",1
"AHNAK2>LIX1L,+",1
"MAGEH1>LIX1L,+",1
"EIF6>LIX1L,+",1
"ASS1>TMEM43,+",1
"MMP24OS>PGRMC2,+",1
"NOB1>LIX1L,-",1
"LIX1L>EP400,+",1
"MGLL>NTN4,+",1
"PPP1R15B>ABHD14B,-",1
"NUCB1>ABHD14B,+",1
"EIF6>PA2G4,+",1
"PCYOX1>SPART,+",1
"NUCB1>ZNFX1,+",1
"SPART>EP400,+",1
"CTBS>PGRMC2,+",1
"EIF6>FRG1,-",1
"MGLL>FRG1,+",1
"ROBO1>DPM3,+",1
"PPP1CC>DPM3,+",1
"RAP1A>DPM3,+",1
"OGT>DENR,+",1
"SPART>LIX1L,+",1
"AR>LIX1L,-",1
"MAGEH1>HEBP1,+",1
"EIF6>PSMA2,+",1
"ASS1>DIAPH1,+",1
"ROBO1>PCYOX1,+",1
"PKP4>CFI,+",1
"RAP1A>CFI,+",1
"RASSF9>SRRM2,+",1
"GNAI3>PPP1CC,+",1
"AHNAK2>PPIP5K2,-",1
"DENR>MVB12A,-",1
"LPAR6>NUCB1,+",1
"NOB1>LYL1,+",1
"EIF3M>LYL1,+",1
"AHNAK2>MAGEH1,-",1
"AR>MAGEH1,-",1
"IARS2>HNRNPUL1,-",1
"SPART>DIAPH1,+",1
"SPART>EZR,+",1
"NUCB1>LIX1L,+",1
"PKP4>BAG3,+",1
"HNRNPUL1>GLRX3,+",1
"MMP24OS>SNW1,+",1
"ARHGEF12>SNW1,+",1
"ASS1>RASSF9,+",1
"ARHGEF12>GLUL,+",1
"FGD4>PPP1R15B,-",1
"PPP1CC>PON2,-",1
"LYL1>EZR,-",1
"IARS2>PSMD11,-",1
"GNAI3>GSK3A,+",1
"EIF6>GSK3A,-",1
"AR>HLA-DMB,-",1
"ASS1>RAP1A,+",1
"OGT>RAP1A,+",1
"ROBO1>ITM2A,+",1
"UBE3A>RUNDC3B,+",1
"GSK3A>SETD2,+",1
"VCL>PHIP,+",1
"RSF1>DCP2,-",1
"SLK>RGL2,+",1
"SEC63>RGL2,+",1
"SEC63>PDCD7,+",1
"VCL>PDCD7,-",1
"ROBO1>PDCD7,+",1
"AR>PPP2CA,-",1
"GTF2F1>PKIG,+",1
"PFDN1>CCDC14,-",1
"VCL>CCDC14,+",1
"HIPK3>CCDC14,+",1
"SEC63>DHRS7,+",1
"AR>DRAP1,-",1
"HEBP1>NAA38,+",1
"PSMD11>ARF5,+",1
"BCAP29>FNBP1,+",1
"LAPTM4B>TRIOBP,+",1
"DCP2>PPT1,-",1
"SMC2>GNAQ,+",1
"KLHDC2>HLA-DQA1,+",1
"POLR2I>MMP24OS,+",1
"S1PR1>AR,-",1
"AR>PPT1,-",1
"ITGA6>PPT1,+",1
"MPRIP>IFI44L,+",1
"KANSL1>TSR3,+",1
"YTHDF3>TAF7,-",1
"PPP2R1A>TAF7,+",1
"AR>TAF7,-",1
"SETD2>TAF7,+",1
"VCL>POLK,-",1
"CDK2AP2>POLK,+",1
"LAPTM4B>HSPD1,+",1
"AR>HDGF,-",1
"ATL3>EIF2S3,+",1
"YTHDF3>GSK3A,+",1
"MPRIP>ECH1,+",1
"SETD2>ECH1,+",1
"YTHDF3>LAPTM4B,+",1
"NAP1L4>ABCC4,+",1
"REV1>ABCC4,+",1
"KANSL1>CTBS,+",1
"REV1>GSK3A,+",1
"GTF2F1>PSMD11,-",1
"MPRIP>GSK3A,+",1
"PFDN1>PPP2R1A,+",1
"HEBP1>PFDN1,+",1
"GTF2F1>PFDN1,+",1
"ITGA6>SHISA5,+",1
"AR>MAOA,-",1
"ROBO1>VCL,+",1
"GSK3A>AFAP1L1,+",1
"RSF1>SEC63,+",1
"SEC63>PPP4R2,-",1
"PFDN1>IARS2,+",1
"HLA-DQA2>IARS2,+",1
"VCL>MVB12A,+",1
"SETD2>EIF2S1,+",1
"MRPL32>TNFRSF14,+",1
"PFDN1>TNFRSF14,+",1
"GNAQ>PPP4R2,+",1
"ITM2A>SEPT9,+",1
"PPP2R1A>PPP4R2,+",1
"CLTA>HNRNPA1,+",1
"ITGA6>HNRNPA1,+",1
"SETD2>WWC2,+",1
"HEBP1>YTHDF3,+",1
"HNRNPA3>YTHDF3,+",1
"PLCB4>SELE,+",1
"NCOA4>POLR2I,+",1
"AHNAK2>RUNDC3B,+",1
"RHOU>WASL,+",1
"ATL3>YLPM1,+",1
"ROBO1>LRRC8C,+",1
"EIF2S1>LRRC8C,-",1
"EIF2S3>IPO7,+",1
"NCOA4>IPO7,+",1
"CFI>WASL,+",1
"ZNF131>MRPL43,+",1
"ROBO1>TFDP2,+",1
"ITM2A>CFI,+",1
"PLCB4>TMEM259,+",1
"UBE3A>TMEM259,+",1
"NCOA4>POLR2K,+",1
"FBXO3>POLR2K,+",1
"S1PR1>GNB2,+",1
"ATL3>CDKN1A,+",1
"NOB1>CCT2,+",1
"G3BP1>PLCB4,+",1
"EIF2S1>SETD2,+",1
"FBXO3>CALM3,+",1
"EIF2S3>CALM3,+",1
"ATP5MF>SETD2,+",1
"NAP1L4>SETD2,+",1
"UBE3A>SETD2,+",1
"FBXO3>SETD2,+",1
"NOB1>MRPL32,+",1
"CALM3>CCT2,-",1
"MMP24OS>MRPL32,-",1
"EIF2S1>MRPL32,+",1
"PLCB4>PLK2,+",1
"IPO7>PTPRG,+",1
"NCOA4>ATP5MF,+",1
"COPA>GSPT1,+",1
"KLHDC2>GNB2,+",1
"WASL>PRDX6,-",1
"IPO7>POLR2I,-",1
"CFI>SCARB2,+",1
"GNAQ>TIAL1,+",1
"COPA>TIAL1,+",1
"NOB1>GPAA1,+",1
"NCOA4>GPAA1,+",1
"MVB12A>GPAA1,+",1
"KLHDC2>SPPL2A,-",1
"CFI>KLHDC2,+",1
"YLPM1>ADAR,+",1
"GNB2>PLA2G16,+",1
"DMAC1>PPP4R2,+",1
"NUCB1>PPP4R2,+",1
"AHNAK2>NOB1,+",1
"FBXO3>ASS1,+",1
"ATP5MF>ASS1,+",1
"NCOA4>ABCB1,+",1
"NCOA4>ADAR,+",1
"NUCB1>PRDX6,+",1
"MMP24OS>SMC4,-",1
"FBXO3>PRDX6,+",1
"FBXO3>C8orf59,-",1
"EIF2S3>C8orf59,+",1
"UBE3A>FBXO3,+",1
"NEMF>FBXO3,+",1
"MVB12A>FBXO3,+",1
"CFI>RHOU,+",1
"EIF2S3>ADAR,+",1
"WASL>RHOU,+",1
"MPRIP>RHOU,-",1
"EIF2S3>RHOU,+",1
"COPA>PPP2R1A,+",1
"EIF2S3>PPP2R1A,+",1
"G3BP1>EPC1,+",1
"TMX1>WARS,+",1
"CCDC14>CTBS,+",1
"COMT>TMX2,+",1
"MRPL32>CX3CL1,+",1
"ERAP2>NAP1L4,+",1
"TPST2>RASSF9,+",1
"PPP4R2>SSH1,+",1
"FAM167B>SNRPD3,+",1
"PAK2>MLH3,+",1
"APH1A>RNF125,+",1
"ERAP2>RNF125,+",1
"NBR1>RNF125,+",1
"RAB14>RNF125,+",1
"COPB2>EIF3J,+",1
"PIK3C2A>ERAP2,+",1
"CLSTN1>MVB12A,+",1
"HLA-DQA1>MPRIP,+",1
"PPP4R2>IFI44L,+",1
"TIAL1>COPA,+",1
"COPB2>SCARB2,+",1
"RPS17>CLSTN1,-",1
"CTSB>EPS15,+",1
"ASPH>NIPBL,+",1
"CSRP2>SMC4,+",1
"SMAD1>SMC4,+",1
"COPB2>SMC4,-",1
"CFI>SMC4,-",1
"ASPH>ADAR,+",1
"IFI44L>APH1A,+",1
"RAB14>ITFG1,+",1
"ASPH>EPS15,+",1
"CTSB>ITFG1,+",1
"ASPH>ITFG1,+",1
"LAPTM4B>DICER1,-",1
"ERAP2>DICER1,+",1
"TAP1>DICER1,+",1
"GBP2>DICER1,+",1
"HLA-DQA1>SSRP1,+",1
"NAP1L4>SF3A3,+",1
"CFI>PLSCR1,+",1
"CXorf36>MIDN,+",1
"SHANK3>NSA2,+",1
"AR>NSA2,+",1
"FRG1>RASSF9,+",1
"TAP2>RASSF9,+",1
"IL1R1>AHNAK2,+",1
"SNRNP70>AHNAK2,+",1
"RAB2A>SMC4,+",1
"IL1R1>CTDNEP1,+",1
"HNRNPUL1>DOCK9,+",1
"SERP1>PNKD,+",1
"IL1R1>HLA-DPB1,+",1
"VGLL4>SORBS2,+",1
"NSRP1>SORBS2,+",1
"HNRNPUL1>SORBS2,+",1
"NSRP1>CTDNEP1,+",1
"ARFGAP3>CALM3,+",1
"LAPTM4B>GGT5,+",1
"USP7>REV1,+",1
"ASPH>GGT5,+",1
"CFI>GGT5,+",1
"RPS17>ITGB4,+",1
"PIK3C2A>ITGB4,+",1
"GGT5>TIAL1,+",1
"NDUFC2>SMAD1,+",1
"ITGB4>REV1,+",1
"SERP1>CALM3,+",1
"TPST2>ROBO1,+",1
"NDUFB7>EIF2S1,+",1
"NDUFB7>PPP4R2,+",1
"APH1A>PPP4R2,+",1
"PIK3C2A>PPP4R2,+",1
"ERAP2>AR,+",1
"LAPTM4B>GPM6A,+",1
"CSRP2>GPM6A,+",1
"USP7>ZNF524,+",1
"PPP2R1A>FRA10AC1,+",1
"CRYBG3>C8orf59,+",1
"TRIOBP>C8orf59,+",1
"NUCB1>TSPAN7,+",1
"ANKRD11>OTUD6B-AS1,+",1
"RAB14>REV1,+",1
"PLPP3>FRA10AC1,+",1
"C8orf59>CRYBG3,+",1
"RBMS1>MEIS2,+",1
"PPP2R1A>YTHDF3,+",1
"PRKCH>YTHDF3,+",1
"TGM2>YTHDF3,+",1
"ZEB1>PBRM1,+",1
"SCARF1>SELENOH,+",1
"CRYBG3>CALM3,+",1
"TNRC6B>LAPTM4B,+",1
"EIF4G3>PDCD7,+",1
"AKR1A1>TRIM13,+",1
"PPP2R1A>ATN1,+",1
"CRYBG3>KMT2C,+",1
"EIF4G3>NFE2L1,+",1
"PPP3CA>CFAP97,+",1
"PLSCR1>NMT1,+",1
"FRA10AC1>NMT1,+",1
"FGD4>PRKCH,+",1
"CALM3>MFSD10,+",1
"FGD4>NFIC,+",1
"PLPP3>FGD4,+",1
"PLSCR1>FOXC1,+",1
"ANKRD11>KDELR2,+",1
"C8orf59>NUCB1,+",1
"AR>POGZ,+",1
"CWC15>POGZ,-",1
"FRA10AC1>TRIM13,+",1
"AR>TRIM13,+",1
"RPS17>COX8A,+",1
"PPP4R2>HEBP1,+",1
"CSRP2>HADHA,+",1
"ATP6AP2>BAZ2B,+",1
"CLSTN1>BAZ2B,+",1
"IFI44L>MIR99AHG,+",1
"COPB2>PLA2G16,+",1
"GPM6A>AKAP13,+",1
"TRIM38>PAK2,+",1
"CTSB>PCYOX1,+",1
"CSRP2>MAP1LC3A,+",1
"USP7>CFH,+",1
"COPB2>SMARCE1,+",1
"GNAQ>RAB14,+",1
"CTSB>TOR1AIP1,+",1
"TPST2>TOR1AIP1,+",1
"CFI>PCYOX1,+",1
"ZNF524>PCYOX1,+",1
"EIF3J>TRIM13,-",1
"PRKCH>RBP5,+",1
"KDELR2>TRIM13,+",1
"C8orf59>TRIM13,+",1
"SEC31A>IFI44L,+",1
"AR>IFI44L,+",1
"PLPP3>PPP4R2,+",1
"SEC31A>RBP5,+",1
"TRIOBP>EPS15,+",1
"ASPH>DOCK4,+",1
"FOXC1>EPS15,+",1
"PRKCH>ADAR,+",1
"FGD4>ROBO1,+",1
"FGD4>ATP6AP2,+",1
"NDUFC2>DOCK4,+",1
"CSRP2>DOCK4,-",1
"SERP1>TM7SF3,+",1
"IL1R1>TM7SF3,+",1
"TAP2>TM7SF3,+",1
"MAP3K2>SORBS2,+",1
"NMRK1>GLRX,-",1
"POLR2K>PRKDC,+",1
"PODXL>PRKDC,+",1
"SRPK2>MRPS34,+",1
"CAVIN3>SORBS2,+",1
"PNKD>SORBS2,+",1
"RAB21>SORBS2,+",1
"NMRK1>AHNAK2,-",1
"WASL>SORBS2,+",1
"ADAR>CXorf36,+",1
"GHITM>RAB2A,+",1
"RPS7>RPL30,+",1
"PODXL>DOCK9,+",1
"NDUFB11>LAMP2,+",1
"GHITM>GLRX,+",1
"RAB21>SMARCE1,+",1
"GHITM>FYTTD1,+",1
"GHITM>PPP2R5C,+",1
"BEX4>DPM3,+",1
"PTPRG>FTX,+",1
"COPA>RBMS3,+",1
"RPS7>FAU,+",1
"FZD4>PPP2R5C,-",1
"GANAB>PPP2R5C,+",1
"CAVIN3>SPPL2A,+",1
"POLR2K>FRMD4B,+",1
"RPL17>RTRAF,+",1
"MRPS34>TFDP2,+",1
"CAVIN3>TFDP2,+",1
"PABPN1>NFE2L1,+",1
"LYL1>BEX4,+",1
"NMRK1>POLR2K,+",1
"NMRK1>REV1,+",1
"NFE2L1>PABPN1,+",1
"ADAR>ZNF292,+",1
"FYTTD1>ARFGAP3,+",1
"GHITM>NMRK1,+",1
"COPA>NMRK1,-",1
"PFDN1>NMRK1,+",1
"PON2>CFI,+",1
"SEPT9>MPRIP,+",1
"PODXL>LPAR6,+",1
"RAB21>ARF5,-",1
"SORBS2>PNKD,+",1
"NMRK1>COPA,-",1
"REV1>SEPT9,+",1
"GADD45GIP1>PPP3CA,+",1
"LAPTM4B>PPP3CA,+",1
"MIER1>RASSF9,+",1
"RAP1A>RASSF9,+",1
"AHNAK2>NMRK1,-",1
"RPL17>PNKD,+",1
"GLRX>PON2,+",1
"LYL1>RBP1,+",1
"POLR2K>SEC22B,+",1
"GANAB>HEBP1,+",1
"RAB21>OTUD6B-AS1,+",1
"RPL17>RAB21,+",1
"GLRX>RAB21,+",1
"PON2>RBP1,+",1
"GANAB>GLUL,+",1
"ROBO1>PPP4R2,+",1
"GANAB>TIAL1,+",1
"RAB21>NDUFB11,+",1
"POLR2K>OSBPL8,+",1
"RPS7>RPL35A,+",1
"SORBS2>MAP3K2,+",1
"FZD4>ATP6AP2,+",1
"LYL1>DPM3,+",1
"PON2>ZNF292,+",1
"NDUFB7>ALG13,+",1
"MRPL32>FRG1,+",1
"RAB2A>HLA-DQA1,+",1
"ANKRD17>HLA-DQA1,+",1
"NSA2>PTPRG,+",1
"RAB2A>ARFGAP3,+",1
"IL1R1>NDUFB7,+",1
"CSDE1>TJP1,+",1
"NAP1L4>FRG1,+",1
"ANKRD17>C8orf59,+",1
"RASSF9>FRG1,+",1
"GPM6A>COPA,+",1
"ARFGAP3>COPA,+",1
"IL1R1>HS3ST1,+",1
"MIER1>PHIP,+",1
"RAB2A>SHANK3,+",1
"NAP1L4>ATP6AP2,+",1
"ARPC5L>CTSS,+",1
"ARFGAP3>HNRNPUL1,+",1
"ARFGAP3>PPP2R1A,+",1
"SNRNP70>ALG13,+",1
"HNRNPUL1>ALG13,+",1
"IL1R1>FBXO7,+",1
"ARPC5L>MAP3K2,+",1
"RASSF9>NSRP1,+",1
"SORBS2>NSRP1,+",1
"PPP4R2>PPP2R1A,+",1
"RAB14>CTSS,+",1
"VGLL4>CCT7,+",1
"HNRNPUL1>CCT7,+",1
"VGLL4>SSR1,+",1
"PRSS23>SSR1,+",1
"TAP2>TPST2,+",1
"IL1R1>FAM84B,+",1
"HNRNPUL1>TAP2,+",1
"SORBS2>HNRNPUL1,+",1
"FZD4>RPL17,+",1
"LYL1>RNF167,+",1
"RASSF9>G3BP1,+",1
"SNRNP70>G3BP1,+",1
"IL1R1>PPP4R2,+",1
"ARFGAP3>PPP4R2,+",1
"ARFGAP3>RAB2A,+",1
"IL1R1>AR,+",1
"PTPRG>RNF167,+",1
"IL1R1>ARPC5L,+",1
"ATP6AP2>EPS15,+",1
"PON2>EPS15,+",1
"PON2>FZD4,+",1
"GLRX>FZD4,+",1
"POLR2K>ZSCAN18,+",1
"RAB21>ZSCAN18,+",1
"RAB2A>PEBP1,+",1
"PAK2>VGLL4,+",1
"SERP1>NAP1L4,+",1
"RAB2A>NET1,+",1
"EMCN>LIMA1,+",1
"CXorf36>FAM167B,+",1
"ARFGAP3>LCORL,-",1
"MIR99AHG>LCORL,+",1
"RASSF9>PDE4D,+",1
"TAP2>OGT,+",1
"FBXO7>NET1,+",1
"TAP2>ROBO1,+",1
"RAB2A>RHOU,+",1
"ARFGAP3>KIF1B,+",1
"HNRNPUL1>KIF1B,+",1
"SERP1>MIR99AHG,+",1
"VGLL4>CAPZB,+",1
"NAP1L4>CAPZB,+",1
"FGD4>KMT2C,+",1
"TNRC6B>ANKRD17,+",1
"CWC15>ANKRD17,+",1
"SEPT9>DHRS7,+",1
"RASSF9>MX1,+",1
"CRYBG3>MX1,+",1
"PLA2G16>MX1,+",1
"RAB14>KMT2C,+",1
"CWC15>KMT2C,+",1
"LRRC8C>KMT2C,+",1
"ALG13>DHRS7,+",1
"NAP1L4>SHISA5,+",1
"PLA2G16>HLA-DQB1,+",1
"ZNF37A>HLA-DQB1,+",1
"SENP6>HLA-DQB1,+",1
"REV1>ARFGAP3,+",1
"HEBP1>CRYBG3,+",1
"LRRC8C>PHIP,+",1
"IFI44L>MX1,+",1
"SMARCE1>PEBP1,+",1
"ADNP>PPIP5K2,+",1
"SMARCE1>SLC39A10,+",1
"SSRP1>LSM12,+",1
"HNRNPUL1>TBCB,+",1
"MLH3>HADHA,+",1
"SENP6>HADHA,+",1
"PDCD7>SLC39A10,+",1
"DOCK9>SLC39A10,+",1
"MX1>FTX,+",1
"GANAB>PEBP1,+",1
"RAB14>FTX,+",1
"MMP24OS>ADNP,-",1
"RAB14>ADNP,+",1
"RASSF9>ADNP,+",1
"GLRX3>ZNF37A,+",1
"YLPM1>PEBP1,+",1
"LRRC8C>PPIP5K2,+",1
"LARP7>HNRNPUL1,+",1
"EPRS>HLA-DMA,+",1
"NAP1L4>EIF3J,+",1
"SSRP1>PCYOX1,+",1
"LRRC8C>PCYOX1,+",1
"EPRS>PCYOX1,+",1
"GANAB>PCYOX1,+",1
"LSM5>EIF3J,+",1
"CALM3>EIF3J,+",1
"PLA2G16>EIF3J,+",1
"LARP7>HLA-DQA1,+",1
"ROBO1>ALG13,+",1
"RUNX1T1>ALG13,+",1
"LSM5>ALG13,-",1
"LYL1>RAB14,+",1
"LSM5>POLR2I,+",1
"REV1>POLR2I,+",1
"RUNDC3B>BAZ2A,+",1
"RAB14>IFI44L,+",1
"ATL3>HNRNPUL1,+",1
"LYL1>LRRC8C,-",1
"CCDC68>HNRNPUL1,+",1
"FTX>DOCK9,-",1
"PDCD7>CCDC68,+",1
"HNRNPUL1>CCDC68,+",1
"EPRS>CCDC68,+",1
"BIRC2>LRRC8C,+",1
"ATL3>PGRMC2,+",1
"MX1>IFI44L,+",1
"GANAB>PGRMC2,-",1
"GLRX3>SEPT9,+",1
"EPRS>SEPT9,+",1
"GLRX3>TRIOBP,+",1
"RAB14>SUGP2,+",1
"LARP7>SUGP2,+",1
"TNFRSF14>AR,+",1
"HNRNPUL1>SMIM14,+",1
"NUCB1>PLCB4,+",1
"SLC25A3>ZBTB38,+",1
"APH1A>ERCC6L2,+",1
"PON2>MYCT1,+",1
"FNBP1>MIR99AHG,-",1
"PPP2R1A>PDCD7,+",1
"HNRNPUL1>PDCD7,+",1
"COPA>PDCD7,+",1
"G3BP1>SHC1,+",1
"PRDX6>SELE,+",1
"PPP2R1A>SMC4,+",1
"ARF5>RPL17,+",1
"NAA38>RPL17,+",1
"ATP6AP2>HOXB7,-",1
"G3BP1>ADCY4,+",1
"SMARCA4>APH1A,+",1
"FNBP1>ERCC6L2,+",1
"SLC25A3>SEPT9,+",1
"MIR99AHG>FNBP1,-",1
"HOXB7>CWC15,+",1
"LGALS9>LYL1,+",1
"RAB2A>LGALS9,+",1
"NAA38>GGCT,+",1
"LRRC8C>GGCT,+",1
"NUCB1>STK25,+",1
"ZBTB38>STK25,+",1
"TMEM259>CWC15,+",1
"ARF5>SEPT9,+",1
"NAA38>FGD4,+",1
"ZBTB38>KNOP1,+",1
"ZBTB38>CCDC50,+",1
"G3BP1>THRAP3,+",1
"ZBTB38>GTF2F1,+",1
"POLR2I>GTF2F1,-",1
"TMEM259>APH1A,+",1
"APH1A>FNBP1,+",1
"BAZ2A>RUNX1T1,+",1
"G3BP1>TMEM259,+",1
"NAA38>MAP1LC3B,+",1
"ZBTB38>ANAPC13,+",1
"ZBTB38>SELENOH,+",1
"MIER1>TIAL1,-",1
"MAP1LC3B>TIAL1,+",1
"APH1A>ARF5,+",1
"COPA>PON2,+",1
"POLR2I>ROBO1,-",1
"ZBTB38>EIF2S1,-",1
"PLCB4>G3BP1,+",1
"TMEM259>G3BP1,+",1
"ARF5>ALG13,+",1
"TMEM259>ALG13,+",1
"G3BP1>ALG13,+",1
"CCT7>DENR,+",1
"DUSP6>RAB14,+",1
"POLR2I>FNBP1,-",1
"ARF5>RBP5,+",1
"APH1A>LRRC8C,+",1
"PAIP2>LRRC8C,+",1
"HADHA>NAA38,+",1
"LGALS9>SMC2,+",1
"GTF2F1>POLR2I,-",1
"APH1A>POLR2I,-",1
"ERCC6L2>PNKD,+",1
"COPA>MORF4L2,+",1
"AR>HLA-DQA1,+",1
"NAA38>FOXC1,+",1
"G3BP1>PPP4R2,+",1
"RAB2A>PSENEN,+",1
"GPM6A>MORF4L2,-",1
"ROBO1>MORF4L2,+",1
"ATL3>MRPL32,+",1
"C8orf59>TIAL1,+",1
"SEC31A>SNX6,+",1
"SPCS3>EPRS,+",1
"SPPL2A>ADAR,+",1
"ITFG1>C9orf78,-",1
"CAPZB>CSDE1,+",1
"CFI>COPA,+",1
"RAB14>RPS17,+",1
"PTPRG>NFE2L1,+",1
"RPS17>PHKB,+",1
"PPDPF>KLF13,+",1
"RSBN1>PHKB,+",1
"CCT7>PHKB,+",1
"EIF3J>PHKB,+",1
"AR>MFSD10,+",1
"PABPN1>MFSD10,+",1
"SNW1>MFSD10,+",1
"TIAM1>FBXO9,+",1
"NDUFB7>PABPN1,+",1
"HOXB7>FGD4,+",1
"PPP4R2>RAB2A,+",1
"EIF3J>CAPZB,+",1
"RSBN1>CLTA,+",1
"PABPN1>EPC1,+",1
"CCT7>EPC1,+",1
"PNKD>EPC1,-",1
"PABPN1>ITM2A,+",1
"NDUFB7>POLR2I,+",1
"PSMD11>PABPN1,-",1
"SNW1>POLR2I,+",1
"PTPRG>POLR2I,+",1
"PHKB>SPCS3,+",1
"HOXB7>AHNAK2,+",1
"LIMA1>ARL6IP5,+",1
"HOXB7>PFDN1,+",1
"SUN2>G3BP1,+",1
"SPCS3>SELE,+",1
