,AR
"ADAR>SPPL2A,+",1
"PRKCH>FKBP9,+",1
"FGD4>SPCS3,+",1
"SCARF1>EIF3J,-",1
"PRKCH>EIF3J,+",1
"TRIOBP>EIF3J,+",1
"PRKCH>GRAMD1A,+",1
"RAB14>FKBP9,+",1
"AR>CTBS,+",1
"AKR1A1>GPATCH2L,-",1
"PPP4R2>EIF4G3,-",1
"C8orf59>SEC31A,+",1
"PPP2R1A>SEC31A,+",1
"TRIOBP>UBE2L6,+",1
"ATP6AP2>UBE2L6,+",1
"PPP3CA>CCDC68,+",1
"ARHGEF12>SPCS3,+",1
"PLPP3>GPATCH2L,+",1
"PABPN1>ROBO1,+",1
"CCT7>PLA2G16,+",1
"CCT7>ROBO1,+",1
"ITFG1>FBXO3,+",1
"ZNF292>FBXO3,+",1
"SNW1>CALM3,+",1
"CAPZB>EIF3J,+",1
"FGD4>TIAL1,+",1
"NFE2L1>CFI,+",1
"FGD4>MPRIP,+",1
"C8orf59>CCT7,+",1
"TRIOBP>ENTPD1,+",1
"C8orf59>PAK2,+",1
"TRIOBP>BAZ2A,+",1
"EIF4G3>MYC,+",1
"ATP6AP2>MYC,+",1
"FGD4>HOXB7,+",1
"FZD4>IL1R1,+",1
"SPPL2A>LSM5,+",1
"MX1>TMEM259,+",1
"CALM3>COPA,+",1
"LRRC8C>YLPM1,+",1
"YTHDF3>YLPM1,+",1
"GANAB>TMEM109,+",1
"EPRS>CWC15,+",1
"LRRC8C>TMEM259,+",1
"LARP7>TMEM259,+",1
"AR>CUTA,+",1
"RAB2A>CALM3,+",1
"GANAB>ROBO1,+",1
"LSM5>ROBO1,+",1
"RASSF9>ROBO1,-",1
"YTHDF3>PDCD7,+",1
"CALM3>PDCD7,+",1
"RAB14>COPA,+",1
"PLA2G16>CUTA,+",1
"BIRC2>EIF2S1,+",1
"FTX>POLK,+",1
"RUNDC3B>LSM5,+",1
"REV1>GANAB,+",1
"CRYBG3>BIRC2,+",1
"SMARCE1>EPRS,+",1
"YTHDF3>PNKD,+",1
"LRRC8C>NMT1,+",1
"YTHDF3>SELE,+",1
"YTHDF3>MDFIC,+",1
"LSM5>SKAP2,+",1
"ITFG1>SKAP2,+",1
"LSM5>SPPL2A,+",1
"CWC15>LCORL,+",1
"BAZ2A>MLH3,+",1
"SMARCE1>MLH3,-",1
"RAB14>EIF2S1,+",1
"HNRNPUL1>RPS17,+",1
"NDUFB7>HEBP1,+",1
"CALM3>PNKD,+",1
"SUN2>PTPRG,+",1
"FBXO3>TMEM259,+",1
"PABPN1>SMARCE1,+",1
"NDUFB7>POLR2K,+",1
"SF3A3>POLR2K,+",1
"RPS17>LCORL,+",1
"TBCB>PNKD,+",1
"FGD4>HS3ST1,+",1
"RAB14>SNCG,+",1
"SUN2>EPS15,-",1
"S1PR1>CAMLG,+",1
"HOXB7>CAMLG,+",1
"ZNF292>CAMLG,+",1
"ITFG1>RAB14,+",1
"CCT7>C8orf59,+",1
"PPDPF>HS3ST1,+",1
"C8orf59>RPS17,+",1
"C8orf59>S1PR1,+",1
"LRRC8C>MMP24OS,+",1
"YLPM1>AR,+",1
"HOXB7>GHITM,+",1
"RSBN1>PCYOX1,+",1
"SPCS3>GBP4,+",1
"NAP1L4>SNW1,+",1
"ITFG1>TBCB,-",1
"PPDPF>WASL,+",1
"PCYOX1>TBCB,+",1
"PNKD>TBCB,+",1
"RSBN1>PPHLN1,+",1
"GSPT1>PPHLN1,+",1
"CDKN1A>GSPT1,+",1
"TBCB>GSPT1,+",1
"G3BP1>RGL2,+",1
"DENR>NCOA3,+",1
"ATP6AP2>SMIM10,+",1
"RSF1>REV1,+",1
"KIDINS220>MLH3,-",1
"GANAB>RSF1,+",1
"MAP3K2>TMX2,+",1
"SMARCE1>TMX2,+",1
"SEC63>MAP3K2,+",1
"DPM3>HNRNPUL1,-",1
"CDK2AP2>BMP4,-",1
"NUDT14>LYL1,+",1
"MMP24OS>BMP4,+",1
"LEPR>BMP4,+",1
"FNDC3A>ATL3,+",1
"GHITM>DMAC1,+",1
"RPS17>DMAC1,+",1
"ROBO1>DMAC1,+",1
"PLK2>CDK2AP2,+",1
"ZMYND11>LYL1,+",1
"PLK2>SETD2,+",1
"DPM3>TNKS2,+",1
"PABPN1>ACAT1,+",1
"RSF1>GANAB,+",1
"RPS17>SF3A3,+",1
"NUDT14>SF3A3,+",1
"ROBO1>HOXD8,-",1
"LYL1>HOXD8,+",1
"PLK2>TNKS2,+",1
"MMP24OS>ACIN1,+",1
"KIDINS220>CALM3,-",1
"TIAL1>SPNS2,+",1
"NAP1L4>SPNS2,-",1
"SMC4>SPNS2,+",1
"NAP1L4>BAZ2A,+",1
"FNDC3A>BAZ2A,+",1
"ROBO1>RSRP1,+",1
"ATL3>INHBB,-",1
"NAP1L4>ACAT1,+",1
"ATL3>CTBS,+",1
"UGCG>SPCS3,+",1
"ROBO1>EPC1,-",1
"DPM3>EPC1,+",1
"KLF13>EPC1,-",1
"ROBO1>STMN1,-",1
"METTL26>CTBS,+",1
"ATL3>FBXO3,+",1
"RSF1>RPS17,-",1
"GHITM>METTL26,+",1
"KLF13>METTL26,+",1
"RPS17>METTL26,+",1
"PHKB>KCTD12,+",1
"LEPR>KCTD12,+",1
"KLF13>EPS15,+",1
"EPS15>SKP1,+",1
"NUDT14>TMEM127,+",1
"LAPTM4B>INHBB,+",1
"DPM3>ATP6AP2,+",1
"LAPTM4B>NCOA4,+",1
"GHITM>HEBP1,+",1
"LYL1>HEBP1,+",1
"PHKB>HEBP1,+",1
"DPM3>GHITM,+",1
"KRIT1>ATP6AP2,+",1
"TMEM127>PHKB,+",1
"GHITM>TMEM127,+",1
"SPNS2>LSM12,+",1
"GNAQ>PDE4D,+",1
"RPS17>CWC15,+",1
"NAP1L4>CWC15,+",1
"ZMYND11>CWC15,+",1
"LYL1>NUDT14,+",1
"LAPTM4B>ACAT1,+",1
"CDK2AP2>ACAT1,+",1
"GHITM>PABPN1,+",1
"NR1D2>RAB21,+",1
"CEBPG>NAP1L4,-",1
"OGT>CTBS,+",1
"DPM3>CWC15,+",1
"AHNAK2>KCNQ1OT1,+",1
"FAM167B>KCNQ1OT1,+",1
"PLCB1>KCNQ1OT1,+",1
"CEBPG>RAB21,+",1
"ECHS1>PEBP1,+",1
"DENR>PABPN1,+",1
"ADAR>PABPN1,+",1
"CREBRF>PABPN1,+",1
"BRD7>PABPN1,+",1
"KCNQ1OT1>PABPN1,+",1
"EIF2S1>PABPN1,-",1
"NR5A2>SPCS3,+",1
"CREBRF>IFI44L,+",1
"EPS15>THOC2,+",1
"ECHS1>TOR1AIP1,+",1
"ADAR>CREBRF,+",1
"CLIC2>CREBRF,+",1
"RBMS1>TMEM109,+",1
"ADAR>OGT,+",1
"BIRC2>PPM1F,+",1
"SMARCE1>KIDINS220,+",1
"FZD4>LGALS9,+",1
"SNRPD2>PRDX6,+",1
"NR5A2>LGALS9,+",1
"MPRIP>MMP24OS,+",1
"KCNQ1OT1>MMP24OS,-",1
"CLIC2>MMP24OS,+",1
"EPS15>PRKCH,+",1
"BRD7>ECHS1,+",1
"MPRIP>THOC2,+",1
"RBMS1>THOC2,+",1
"HNRNPUL1>TCEAL3,+",1
"GANAB>KIDINS220,+",1
"SMARCE1>MRPL32,+",1
"ECHS1>MRPL32,+",1
"BIRC2>NFE2L1,+",1
"LAPTM4B>NANS,+",1
"CWC15>NANS,+",1
"NUDT14>NANS,-",1
"ANP32B>GNAI3,+",1
"NR1D2>SMARCE1,-",1
"PABPN1>GNAI3,-",1
"FNDC3A>ANP32B,+",1
"CAV2>PLPP1,+",1
"EPS15>TCEAL3,-",1
"ROBO1>TCEAL3,+",1
"SEC63>TCEAL3,+",1
"PLCB1>MRPL32,+",1
"RBMS1>FZD4,+",1
"NR1D2>HNRNPUL1,+",1
"CLIC2>LYL1,+",1
"BIRC2>HNRNPUL1,+",1
"BIRC2>PSME1,+",1
"MRPL32>MIER1,+",1
"PLCB1>MIER1,+",1
"NR1D2>MIER1,+",1
"OGT>LTN1,+",1
"ADAR>FAM84B,+",1
"ECHS1>FZD4,+",1
"PLCB1>BIRC2,+",1
"ECHS1>BIRC2,+",1
"ADAR>HNRNPA3,+",1
"PLCB1>NET1,+",1
"EPS15>NET1,+",1
"ECHS1>TCP1,+",1
"LAPTM4B>PABPN1,+",1
"LAPTM4B>KRIT1,+",1
"TCP1>CREBRF,-",1
"COPA>FBXO7,+",1
"FRMD4B>MPRIP,+",1
"FBXO7>MPRIP,+",1
"SKAP2>MRPL32,-",1
"DNAJC8>MRPL32,+",1
"LUC7L>FBXO3,+",1
"REEP5>FBXO7,-",1
"SELENOH>APH1A,+",1
"PDE4D>HLA-DQA1,+",1
"NDUFB11>SELENOH,+",1
"CCDC14>CBX5,+",1
"ATP5MF>CBX5,+",1
"SELENOH>MTPN,-",1
"CARHSP1>EIF3J,+",1
"PTPRG>DOCK9,+",1
"THSD7A>GOSR1,+",1
"LAPTM4B>CALM3,+",1
"PLRG1>CRTAP,+",1
"DICER1>PDCD7,+",1
"PDE4D>NMT1,+",1
"FRMD4B>EIF3J,+",1
"NAA38>EIF3J,+",1
"JAG1>PPP2R5C,+",1
"G3BP1>PPP2R5C,+",1
"SPPL2A>PPP2R1A,+",1
"RBMS3>PPP4R2,+",1
"TMA7>EIF2S1,+",1
"DEK>ATP6AP2,+",1
"GSK3A>CSRNP1,+",1
"THSD7A>PDE4D,+",1
"HLA-DQA1>FBXO7,+",1
"FZD4>EGLN1,+",1
"MRPL32>EGLN1,+",1
"CFI>CRTAP,+",1
"CCDC14>CRTAP,+",1
"DUSP6>FGD4,+",1
"PLA2G16>TMX1,+",1
"RAB21>GLRX,+",1
"SELENOH>TXN2,+",1
"PPIC>TXN2,+",1
"DOCK9>DLL4,+",1
"ROBO1>SNW1,-",1
"CBX5>OGT,+",1
"ATP2B4>LYL1,-",1
"RAP1A>GLRX,+",1
"GNAQ>LYL1,+",1
"SRSF5>LYL1,+",1
"PRDX6>LYL1,+",1
"NDUFB11>LYL1,+",1
"PLRG1>GANAB,+",1
"SELENOH>GANAB,-",1
"FBXO3>GLRX,+",1
"GANAB>GLRX,+",1
"PPIC>PRDX6,+",1
"MYL12B>CREM,+",1
"SELENOH>COPB2,+",1
"WARS>RAB2A,+",1
"MRPL32>PPIC,-",1
"SEPT9>CCDC14,+",1
"APH1A>CCDC14,+",1
"SRSF5>TCEAL3,+",1
"AR>CREM,+",1
"COPA>ATP2B4,+",1
"TCEAL3>TFDP2,+",1
"PRDX6>TFDP2,-",1
"MRPL32>ATL3,+",1
"PPIC>ATL3,+",1
"CCDC14>ITFG1,+",1
"REEP5>ITFG1,+",1
"SLC25A3>KRIT1,+",1
"G3BP1>YLPM1,+",1
"REV1>S1PR1,+",1
"ANKRD17>ZC3H6,+",1
"ATL3>EIF3A,+",1
"DEK>EIF3A,+",1
"LAPTM4B>NF1,+",1
"PKM>NAP1L4,+",1
"GTF2I>DOCK9,+",1
"FRMD4B>ZC3H6,+",1
"SLC25A3>MAZ,+",1
"SLC25A3>HLA-DMA,+",1
"KNOP1>KLF4,+",1
"ATL3>PHIP,+",1
"SEPT9>PDE10A,+",1
"TMA7>PDE10A,+",1
"KNOP1>PDE10A,+",1
"YLPM1>BIRC2,+",1
"LAPTM4B>EIF3A,+",1
"NAA38>GSK3A,+",1
"G3BP1>FZD4,+",1
"STX12>GCC2,+",1
"KLF13>GNAQ,+",1
"SEC63>SMC4,+",1
"ANP32B>TIAL1,-",1
"PLK2>TIAL1,+",1
"GHITM>DPM3,+",1
"RSRP1>GCC2,+",1
"KRIT1>YTHDF3,+",1
"KNOP1>TMEM106B,+",1
"KRIT1>SELE,+",1
"NAP1L4>MMP24OS,+",1
"LAPTM4B>AR,+",1
"SLC25A3>CTSC,+",1
"DUSP6>TMEM106B,+",1
"ATL3>TMEM106B,+",1
"AR>BIRC2,+",1
"HYAL2>SEC61G,+",1
"PDE4D>YLPM1,+",1
"INPP1>ROCK1,+",1
"THSD7A>LUC7L,+",1
"DEK>LUC7L,+",1
"SENP6>SMARCE1,+",1
"FBXO7>PLK2,+",1
"SLC25A3>PTPRG,+",1
"PKM>THSD7A,+",1
"GTF2I>ALDH2,+",1
"DEK>RAB14,+",1
"FRMD4B>LCORL,+",1
"SMDT1>LCORL,+",1
"LUC7L>KNOP1,+",1
"YLPM1>KNOP1,+",1
"PDE4D>ANKRD17,+",1
"PPP4R2>YLPM1,+",1
"GTF2I>SPPL2A,+",1
"FBXO7>RAB14,+",1
"PKM>SEC61G,+",1
"YLPM1>KANK3,+",1
"SMARCE1>SENP6,+",1
"PKM>SENP6,+",1
"LAPTM4B>LSM8,+",1
"FRMD4B>LSM8,+",1
"RBMS3>SKAP2,+",1
"FRMD4B>LAPTM4B,+",1
"FBXO7>DICER1,+",1
"GSK3A>ZNF524,-",1
"NAA38>JAG1,+",1
"ATL3>JAG1,+",1
"SMDT1>INPP1,+",1
"NAA38>INPP1,+",1
"ZC3H6>INPP1,+",1
"GOSR1>ZNF524,-",1
"AHNAK2>CREBRF,+",1
"PRNP>PPP4R2,-",1
"G3BP1>SMIM10,+",1
"HNRNPUL1>ASXL1,+",1
"SUN2>DEPP1,+",1
"ANKRD17>DEPP1,+",1
"LRRC8C>GHITM,-",1
"ADD1>GHITM,+",1
"SUN2>LAMP1,+",1
"PEBP1>LAMP1,+",1
"ROBO1>TIAL1,+",1
"SARS>BAX,+",1
"SEPT9>TIAL1,+",1
"PABPN1>FNBP1L,+",1
"SMURF2>FNBP1L,+",1
"CCT7>SMURF2,-",1
"ANKRD17>SMURF2,+",1
"CAVIN3>SMURF2,+",1
"DENR>BAX,+",1
"HNRNPUL1>PIK3R3,-",1
"PLA2G16>SMURF2,+",1
"CAVIN3>MIR99AHG,-",1
"CDK2AP2>ROBO1,+",1
"NCOA3>DENR,+",1
"PON2>ARF5,+",1
"NDUFC2>NAP1L4,+",1
"NFE2L1>AR,+",1
"ROBO1>SHANK3,+",1
"NAP1L4>MIR99AHG,-",1
"BIRC2>ANKRD17,+",1
"PABPN1>SNX6,+",1
"BIRC2>SNX6,+",1
"RSF1>SNX6,+",1
"POLK>NDUFB10,+",1
"ASXL1>PON2,+",1
"LAMP1>FRMD4B,+",1
"FZD4>SMURF2,+",1
"PON2>PPIP5K2,+",1
"NFE2L1>ITFG1,-",1
"NAA38>FZD4,-",1
"PABPN1>SARS,+",1
"SEPT9>SARS,+",1
"PABPN1>SCARB2,+",1
"NAA38>SCARB2,+",1
"GHITM>CAPNS1,+",1
"DEPP1>CAPNS1,+",1
"SMURF2>FZD4,+",1
"LIMA1>ADD1,+",1
"DDX46>CSDE1,+",1
"PABPN1>PYURF,+",1
"HNRNPUL1>PYURF,-",1
"DDX46>POLK,+",1
"SARS>POLK,+",1
"CCT7>NMT1,+",1
"PABPN1>JAG1,+",1
"CSDE1>THRAP3,+",1
"SEPT9>PPIP5K2,-",1
"ADAR>BIRC2,+",1
"NAP1L4>PPIP5K2,+",1
"PPIP5K2>CCDC68,+",1
"ASXL1>CCDC68,+",1
"ADD1>CCDC68,+",1
"PON2>CCDC68,+",1
"SUN2>MLH3,+",1
"PHKB>BIRC2,+",1
"NAP1L4>THRAP3,+",1
"PTPRG>OGT,+",1
"GHITM>OGT,+",1
"SMURF2>OGT,+",1
"SUN2>MAP3K2,+",1
"ASXL1>MAP3K2,+",1
"PDCD7>CLIC4,+",1
"GCC2>ITFG1,-",1
"RASSF9>PPP4R2,+",1
"PON2>SUN2,+",1
"CDK2AP2>CUTA,-",1
"PNKD>VGLL4,-",1
"SPCS3>ATP5MF,-",1
"ELK4>PON2,-",1
"NFE2L1>TNFRSF14,+",1
"PSENEN>TNFRSF14,-",1
"DENR>THRAP3,+",1
"ATP5MF>SEM1,+",1
"VGLL4>PARP9,-",1
"NFE2L1>CCDC68,+",1
"NCOA3>CCDC68,+",1
"GADD45GIP1>KDELR2,+",1
"SPCS3>KDELR2,+",1
"PARP9>CCT2,-",1
"GCC2>CCT2,-",1
"REV1>VGLL4,+",1
"SLC44A1>TFDP2,+",1
"GADD45GIP1>RBMS3,+",1
"NCOA3>SLC44A1,+",1
"RASSF9>C8orf59,+",1
"SLC44A1>S1PR1,+",1
"PDCD7>AKR1A1,+",1
"DENR>PCYOX1,+",1
"CREBRF>SORBS2,-",1
"ATP6AP2>NDUFC2,+",1
"NOB1>PSENEN,+",1
"ITM2A>TFDP2,+",1
"PSENEN>ELK4,+",1
"SMIM10>BRD7,+",1
"LAPTM4B>BRD7,+",1
"PPP4R2>BRD7,+",1
"REV1>WASL,+",1
"CDK2AP2>SELE,-",1
"ADAR>HNRNPUL1,+",1
"ITM2A>RPL17,+",1
"GBP4>NFE2L1,+",1
"PSENEN>ECHS1,+",1
"LIMA1>KCTD12,+",1
"RASSF9>KCTD12,+",1
"NF1>APH1A,+",1
"ADAR>PNKD,+",1
"NCOA3>EPS15,+",1
"HNRNPUL1>ECHS1,+",1
"CDK2AP2>ADAR,+",1
"TFDP2>COPA,-",1
"SORBS2>FBXO7,+",1
"NF1>PDCD7,+",1
"PROCR>NUCB1,+",1
"SUN2>NOB1,+",1
"PSENEN>NOB1,+",1
"SPCS3>NFE2L1,+",1
"GCC2>COPA,+",1
"PSENEN>COPA,+",1
"REV1>UVRAG,-",1
"GADD45GIP1>CDK2AP2,+",1
"DENR>UVRAG,+",1
"CDK2AP2>RAP1A,+",1
"GADD45GIP1>RAP1A,+",1
"AR>RAP1A,+",1
"RASSF9>RAP1A,+",1
"DENR>RWDD4,+",1
"NCOA3>CDK2AP2,-",1
"GADD45GIP1>GNAI3,+",1
"SMIM10>G3BP1,+",1
"ELK4>MIER1,+",1
"ATP5MF>MIER1,+",1
"MIR99AHG>CAPZB,+",1
"PDCD7>GSK3A,+",1
"PSENEN>GSK3A,+",1
"MAP3K2>SUN2,+",1
"RSF1>KNOP1,+",1
"SMARCE1>NBR1,+",1
"FNDC3A>MPRIP,+",1
"TMEM50B>PCYOX1,+",1
"DPM3>LSM12,+",1
"THOC2>C9orf78,+",1
"HEBP1>TCP1,+",1
"ATN1>MPRIP,+",1
"NFAT5>MPRIP,+",1
"RPL17>NET1,+",1
"FRA10AC1>PCYOX1,+",1
"DPM3>OSBPL8,+",1
"PSMA1>OSBPL8,+",1
"TMEM230>PABPN1,+",1
"PSMA1>PABPN1,+",1
"SYPL1>CCT7,+",1
"CLK1>ATP6AP2,+",1
"PDE4D>PCYOX1,+",1
"NDUFS6>COPB2,+",1
"NFAT5>NAP1L4,+",1
"ATN1>PUM1,+",1
"CCT7>PSMA1,+",1
"PCYOX1>PSMA1,+",1
"PSMA1>CXorf36,+",1
"MRPL32>TMEM50B,+",1
"HNRNPUL1>SEPT9,+",1
"TRIOBP>PUM1,+",1
"ROBO1>PUM1,+",1
"ATL3>COPB2,+",1
"NFAT5>RPS17,+",1
"CCT7>RPS17,+",1
"PCYOX1>RPS17,+",1
"PRKCH>RAI14,+",1
"EIF2S1>SUN2,+",1
"DENR>SUN2,+",1
"MRPL32>EIF2S1,+",1
"PSMA1>NAP1L4,-",1
"TCP1>PDE4D,-",1
"EIF2S1>ATL3,+",1
"KIDINS220>SMC4,+",1
"TCP1>DPM3,-",1
"ADAR>DPM3,+",1
"OGT>DPM3,+",1
"CREBRF>DPM3,+",1
"RAP1A>JAG1,+",1
"OGT>RPS17,+",1
"EPS15>PRNP,+",1
"EPS15>LSM12,-",1
"PLCB1>NR1D2,+",1
"ECHS1>SNRPD2,+",1
"KCNQ1OT1>MRPL36,+",1
"EPS15>MRPL36,+",1
"OGT>NBR1,+",1
"AR>PRNP,-",1
"ECHS1>NRDC,+",1
"PRDX6>NAP1L4,+",1
"KIDINS220>CTSB,+",1
"NFAT5>HNRNPUL1,+",1
"RAPGEF5>PROCR,+",1
"PCYOX1>PROCR,+",1
"CCT7>AR,+",1
"ROBO1>AR,+",1
"KCNQ1OT1>TMEM106B,+",1
"FAM84B>SLC20A1,+",1
"OGT>NRDC,+",1
"PPP4R2>CEBPG,+",1
"EPS15>CEBPG,+",1
"NET1>HSPD1,+",1
"NR1D2>MAP1LC3B,+",1
"ECHS1>HBP1,+",1
"PSME1>NRDC,-",1
"NFAT5>NFE2L1,+",1
"OSBPL8>PDE4D,+",1
"PON2>DENR,+",1
"PSMA1>SNHG8,+",1
"RSF1>GNAQ,+",1
"CCT7>EIF2S1,+",1
"PON2>EIF2S1,+",1
"CCT7>SEPT9,+",1
"SUN2>CCT7,+",1
"SLCO2A1>HEG1,+",1
"OCIAD2>NDUFB7,+",1
"PABPN1>PDCD7,+",1
"PBRM1>SMAD1,+",1
"SPCS3>CSDE1,+",1
"SPCS3>NUCB1,+",1
"SPCS3>TAF15,+",1
"MRPL32>PRKCH,+",1
"LYL1>EPS15,+",1
"SMURF2>PLA2G16,+",1
"ROBO1>DDX46,+",1
"NFAT5>SSH1,+",1
"ASXL1>CAVIN3,-",1
"CRYBG3>FBXO7,+",1
"CCT2>FBXO7,+",1
"SEPT9>CDK2AP2,+",1
"ASXL1>ATP6AP2,-",1
"PABPN1>ATP6AP2,+",1
"PABPN1>LRRC8C,+",1
"SNX6>CAVIN3,+",1
"NAA38>NDUFB7,+",1
"ADD1>CRYBG3,+",1
"NAA38>PHKB,+",1
"BIRC2>PHKB,+",1
"GHITM>NAP1L4,+",1
"BIRC2>CCT2,+",1
"SARS>CCT2,+",1
"SNRPE>EPS15,-",1
"TMEM230>SSH1,+",1
"OSBPL8>DPM3,+",1
"RPL17>NDUFS6,+",1
"TCP1>ATN1,+",1
"CCT7>PBRM1,+",1
"HNRNPUL1>CWC15,-",1
"ATN1>NDUFS6,+",1
"DPM3>NDUFS6,-",1
"THOC2>NDUFS6,+",1
"ARFGAP3>MRPL32,+",1
"PSMA1>ATL3,+",1
"PRKCH>TOR1AIP1,+",1
"TRIOBP>SNRPE,+",1
"SLCO2A1>SNRPE,+",1
"NFAT5>SNRPE,+",1
"MRPL32>KIDINS220,+",1
"TCP1>CDKN1A,+",1
"DDX21>ATL3,+",1
"SYPL1>ATL3,+",1
"ROBO1>SSH1,+",1
"TMEM50B>TNFRSF14,+",1
"MRPL32>TROVE2,+",1
"OCIAD2>RPL17,+",1
"PDE4D>TRIB2,+",1
"MRPL32>TRIB2,+",1
"CDKN1A>TNFRSF14,+",1
"PDE4D>TNFRSF14,-",1
"ARFGAP3>LYL1,+",1
"PSMA1>NANS,+",1
"ROBO1>LYL1,+",1
"SYPL1>FRA10AC1,+",1
"SUN2>PARP9,+",1
"PRKCH>PARP9,+",1
"PROCR>GSPT1,+",1
"PROCR>AASDHPPT,+",1
"VPS53>GOSR1,+",1
