,PTEN
"USP9X>GABARAPL1,+",1
"CYTH1>SIGIRR,-",1
"FAM107B>A4GALT,+",1
"GOLGA2>SIGIRR,+",1
"PTEN>PPP4R3A,+",1
"GOLGA2>RPS17,+",1
"PSMA1>SLTM,+",1
"CYTH1>RPS17,+",1
"PEPD>RICTOR,+",1
"PSMA1>RICTOR,+",1
"RAB14>PPM1G,+",1
"SUMF2>SYNGR2,+",1
"LAP3>SYNGR2,+",1
"PSMB5>CALCOCO2,+",1
"PSMB1>PDAP1,+",1
"GOLGA2>ERBIN,+",1
"CBX3>SHOC2,+",1
"EIF3D>UPF2,+",1
"TXNDC12>TAOK3,+",1
"SUCLG1>VPS37B,+",1
"TMEM50B>VPS37B,-",1
"ITSN2>GOLGA2,+",1
"AES>VPS37B,+",1
"KNOP1>ZBTB7A,+",1
"NDUFS1>ZBTB7A,-",1
"TMEM50B>SUCLG1,+",1
"CYTH1>EIF3D,+",1
"ZC3H14>SUCLG1,+",1
"CX3CL1>SUCLG1,+",1
"FDPS>ELMO1,+",1
"BEND7>SUCLG1,+",1
"ARID1A>ERGIC2,+",1
"EIF3D>DMAC1,+",1
"KDM2A>TMEM50B,+",1
"MAPRE1>KDM2A,+",1
"PBXIP1>CNOT4,+",1
"TXNDC12>SUCLG1,+",1
"KDM2A>C1orf115,+",1
"PSIP1>FDPS,+",1
"TMEM273>PBXIP1,+",1
"GNA11>C1orf115,+",1
"SMC4>C1orf115,+",1
"SAP30BP>SEC63,-",1
"FDPS>NFIL3,+",1
"VAT1>ARPC5,+",1
"FGD5-AS1>ACBD3,+",1
"CX3CL1>NUDCD1,+",1
"CCDC88A>DRAP1,+",1
"KDM2A>FGD5-AS1,+",1
"NME4>EIF3D,-",1
"TINAGL1>DRAP1,+",1
"ACTR1A>S100A4,+",1
"DMAC1>POLK,+",1
"OPTN>ITPRIP,+",1
"SAP30BP>SMARCE1,+",1
"TMEM273>SMARCE1,+",1
"CCDC88A>PBXIP1,+",1
"CSDE1>PPP1R7,+",1
"SAP30BP>NDUFS1,+",1
"TMEM273>NDUFS1,+",1
"EIF3D>PPP1R7,+",1
"LSM7>NDUFS1,+",1
"PSIP1>ARID1A,+",1
"RTF1>ACBD3,+",1
"SUCLG1>BEND7,+",1
"SAP30BP>DOCK9,+",1
"MCAM>WDR1,+",1
"PSIP1>SEC61B,+",1
"CCDC88A>GOLGA2,+",1
"SERPINH1>NUDCD1,-",1
"PSIP1>RBMX,+",1
"NFAT5>SLC39A1,+",1
"DMAC1>S100A4,+",1
"NME4>RND3,-",1
"FAM107B>LAP3,+",1
"VAT1>RND3,+",1
"ANKRD12>NUDT4,+",1
"SUMF2>NUDT4,+",1
"TPM1>HBP1,-",1
"ITSN2>IFNAR2,+",1
"EMC2>TCN2,+",1
"AK3>TCN2,+",1
"PEPD>SAP30BP,+",1
"PHF20L1>STX12,+",1
"PLK3>RND3,+",1
"CNOT4>TAOK3,+",1
"SMARCE1>COX7A2,+",1
"ITSN2>STX12,+",1
"SUMF2>PBXIP1,+",1
"PHF20L1>KDM2A,+",1
"ATP5F1A>DBI,+",1
"TXNDC12>STX12,+",1
"UBE2Q2>SPAG9,+",1
"LIPA>ERBIN,+",1
"NME4>STAT5B,+",1
"PTPRM>KDM2A,+",1
"C1orf115>PEPD,+",1
"CCDC88A>TXNDC12,+",1
"SUMF2>TMEM131,+",1
"MRPS34>TSR3,+",1
"SYNGR2>TSR3,-",1
"C1orf115>TCN2,+",1
"ZNF207>CDKN1B,+",1
"ITSN2>SLC39A1,+",1
"RAB5C>PSMB5,+",1
"CCDC88A>WDR1,+",1
"C1orf115>PTEN,+",1
"PEPD>C1orf115,+",1
"SUMF2>TTC1,+",1
"PPP4R3A>TTC1,+",1
"HIGD2A>TTC1,+",1
"HYAL2>YWHAH,+",1
"SMC4>CBX3,+",1
"CCDC88A>AES,+",1
"SAP30BP>PPP4R3A,+",1
"CCDC88A>FDPS,+",1
"SUGT1>PPP4R3A,+",1
"CBX3>GABARAPL1,-",1
"SLC39A1>SAT2,+",1
"LAP3>ATP5F1A,+",1
"PSMC4>PSMB3,+",1
"CCT5>TMEM50B,-",1
"PSMA1>PSMB3,+",1
"TOMM22>TSC22D3,-",1
"SUMF2>FAM107B,+",1
"IFNAR2>SHOC2,+",1
"TXNDC12>PTEN,+",1
"KDM6B>STX12,+",1
"SP110>ERBIN,+",1
"VAT1>SMG1,+",1
"RPL36AL>PSMB3,+",1
"MAGT1>GOLGA2,+",1
"PSMB1>SP110,+",1
"HNRNPUL1>TSPAN4,+",1
"SAP30BP>TNFAIP1,+",1
"PPP3CA>ERBIN,+",1
"LAMA5>PSMA1,+",1
"RAB4A>ERBIN,-",1
"CALCOCO2>SEC61G,+",1
"PSMB3>RILPL2,+",1
"TCN2>RILPL2,+",1
"PPDPF>PRKD3,+",1
"PSMB1>PRKD3,+",1
"SMG1>PDLIM5,+",1
"ASAP1>PPP3CA,+",1
"TCN2>PRKD3,+",1
"SMC4>SMIM30,+",1
"WDR1>HNRNPUL1,+",1
"AGTRAP>GOLGB1,+",1
"RAB4A>GOLGB1,+",1
"SLC30A7>ELAVL1,+",1
"HNRNPUL1>NUTM2B-AS1,-",1
"ZNHIT1>NUTM2B-AS1,+",1
"GOLGA2>USP14,+",1
"CALCOCO2>PPP3CA,+",1
"ZNHIT1>USP14,+",1
"KDM2A>SMAD9,+",1
"ZFHX3>SMAD9,+",1
"TCN2>SMARCE1,+",1
"PTEN>SMARCE1,+",1
"PPP3CA>ASAP1,+",1
"PPP3CA>PRKD3,+",1
"PPP3CA>COPS2,+",1
"C9orf16>ANP32E,+",1
"SIGIRR>TMEM50B,+",1
"PPDPF>ARHGAP5,-",1
"ZNHIT1>ARHGAP5,+",1
"SLC25A11>RTF1,-",1
"RAB4A>H2AFJ,-",1
"H2AFJ>EIF2AK2,+",1
"LAMA5>TMEM50B,+",1
"SLC30A7>TMEM50B,+",1
"RPL36AL>SHOC2,+",1
"TSPAN4>SMIM37,+",1
"SLC25A11>PDAP1,+",1
"PPDPF>TMEM256,+",1
"PPDPF>WDR1,+",1
"KDM2A>POLK,+",1
"PPDPF>CCT5,+",1
"SLC30A7>SHOC2,+",1
"CCT5>UQCR10,+",1
"PSMB1>ANP32E,+",1
"TCN2>GSK3B,+",1
"SLC30A7>ANP32E,+",1
"ZNF207>ANP32E,+",1
"ZNHIT1>PPDPF,+",1
"TCN2>MYLK,+",1
"PDAP1>MYLK,+",1
"PSMB3>TMEM273,+",1
"EIF2AK2>ZFHX3,+",1
"CALCOCO2>UQCR10,+",1
"PPDPF>ZNF207,+",1
"ZFHX3>ZNF207,+",1
"SAP30BP>RPL36AL,+",1
"SUCLG1>MAGT1,+",1
"C5orf24>MAGT1,+",1
"ASAP1>MAGT1,+",1
"MAGT1>PRKAR2A,+",1
"SMC4>SLC25A11,-",1
"PDAP1>SLC25A11,+",1
"CBX3>PCBP1,+",1
"TAOK3>KDM6B,+",1
"TXNDC12>SDCCAG8,+",1
"LAP3>PDLIM1,+",1
"C9orf16>RPS17,+",1
"SAP30BP>CCT5,+",1
"CCT5>PCBP1,+",1
"CHMP2A>TMEM131,+",1
"TRA2A>KDM6B,+",1
"LIPA>RTN3,+",1
"LUZP1>RTN3,+",1
"RND3>BRWD1,+",1
"UBE2Q2>BRWD1,+",1
"ARID1A>SCFD1,+",1
"COX6B1>SCFD1,+",1
"TAX1BP1>KDM6B,+",1
"ATOX1>C3orf58,-",1
"MAGT1>SLC25A11,+",1
"PDLIM1>GLUD1,+",1
"TRA2A>GOLGA2,+",1
"LAP3>RAB5C,+",1
"EMC2>ZNF207,+",1
"KDM6B>ZNF207,+",1
"TRA2A>ASAP1,+",1
"CHMP2A>ASAP1,+",1
"LUZP1>GLUD1,+",1
"CNOT4>CALCOCO2,+",1
"ATOX1>GLUD1,+",1
"ENO1>GLUD1,+",1
"SCFD1>ERGIC2,+",1
"C9orf16>BLOC1S1,+",1
"KDM6B>TAX1BP1,+",1
"SCFD1>ARID1A,+",1
"LUZP1>ERC1,+",1
"C5orf24>ERC1,+",1
"TRA2A>CNOT4,+",1
"MGST2>LIPA,+",1
"SHOC2>HNRNPUL1,+",1
"ATOX1>EMC2,+",1
"TAOK3>EMC2,-",1
"PTEN>S100A4,+",1
"WDR1>S100A4,+",1
"SEM1>NME4,+",1
"ARID1A>UBE2Q2,+",1
"LAP3>FCHO2,+",1
"PTEN>UBE2Q2,+",1
"CNOT4>ZC3H14,+",1
"SHOC2>ZC3H14,+",1
"PDLIM1>SAP30BP,+",1
"TCN2>RTCB,-",1
"RPL36AL>RTCB,+",1
"PDLIM1>HNRNPUL1,+",1
"SHOC2>LAP3,+",1
"ATOX1>RILPL2,+",1
"SHOC2>RILPL2,+",1
"MTPN>TMEM273,+",1
"ARID1A>TMEM273,+",1
"HNRNPUL1>PSMC4,+",1
"WDR1>PSMC4,-",1
"LIPA>LGALS1,+",1
"CBX3>BRK1,+",1
"KDM6B>PSMC5,+",1
"COX6B1>SHOC2,+",1
"S100A4>SHOC2,+",1
"ATOX1>RNH1,+",1
"PDLIM1>RNH1,+",1
"DDX24>DMAC1,+",1
"BRWD1>RND3,+",1
"UQCR10>CCT5,+",1
"TCN2>SAP30BP,+",1
"RPL36AL>SAP30BP,+",1
"ARL6IP5>NME4,+",1
"PHF20L1>PBXIP1,+",1
"C3orf58>KNOP1,+",1
"SUPT6H>SH3BGRL2,+",1
"SMC4>SLIRP,+",1
"ETV6>SAP30BP,+",1
"PPP1R13B>ZC3H14,+",1
"TGFB1>TMEM245,+",1
"ARL6IP5>RILPL2,+",1
"DDX52>TMEM245,+",1
"CREBRF>DMAC1,+",1
"ELAVL1>DMAC1,+",1
"ABCC4>ACBD3,-",1
"TERF2IP>MAP2K2,+",1
"CCT5>FGD5-AS1,+",1
"TCN2>DDX24,+",1
"SMC4>RILPL2,+",1
"SAP30BP>ZMIZ1,+",1
"TCN2>PHF20L1,+",1
"POLK>CYTH1,+",1
"SYF2>CYTH1,+",1
"MED13>CYTH1,+",1
"MVB12A>PSMC4,+",1
"ETV6>RAB4A,+",1
"ADAM17>RAB4A,+",1
"PBXIP1>PHF20L1,+",1
"MVB12A>DMAC1,+",1
"C1GALT1C1>PHF20L1,+",1
"NUDT4>CSDE1,+",1
"TMEM273>PPP1R13B,+",1
"ETV6>PPP1R13B,+",1
"NME4>TDG,+",1
"S100A4>TDG,+",1
"TGFB1>NDUFB1,+",1
"ACBD3>NDUFB1,+",1
"MAP2K2>NDUFB1,+",1
"CPT1A>PRKAR1A,+",1
"TTF1>NELFE,+",1
"POLR2E>MYL9,+",1
"VPS37B>HIPK2,-",1
"PNN>HIPK2,+",1
"ABCC4>ZBTB38,+",1
"SHISA5>PRKAR1A,+",1
"TMEM273>SLC44A1,+",1
"C11orf58>MRPL20,+",1
"ELMO1>SLC44A1,-",1
"DDX52>MCAM,+",1
"C11orf58>CPT1A,+",1
"PNN>CPT1A,+",1
"ELAVL1>CCDC88A,-",1
"PNN>CCDC88A,+",1
"NOL7>NELFE,+",1
"NOL7>NDUFB11,+",1
"CLTC>NOL7,+",1
"ABCC4>NOL7,+",1
"ELAVL1>NOL7,-",1
"NELFE>NOL7,+",1
"PPM1G>CALCOCO2,+",1
"C11orf58>CALCOCO2,+",1
"ELMO1>FDPS,+",1
"PRR13>TMEM9B,-",1
"BEX4>SEC63,-",1
"NELFE>RBMS3,+",1
"GLG1>DNAJC21,-",1
"ACBD3>SPAG9,+",1
"SHISA5>SPAG9,+",1
"GLG1>NMI,+",1
"GLG1>MRPL20,+",1
"NME4>PGRMC2,+",1
"SLIRP>ZMIZ1,+",1
"PTEN>AGTRAP,+",1
"NUDT4>MED13,+",1
"CNOT4>VPS13D,+",1
"TMEM273>VPS13D,+",1
"POLK>VPS13D,+",1
"SLIRP>USP1,+",1
"PBXIP1>MED13,+",1
"CYTH1>MED13,+",1
"SLIRP>PSMA1,+",1
"TMEM273>ETV6,+",1
"SYF2>PSMA1,+",1
"PBXIP1>PSMA1,+",1
"PPP1R7>VAT1,+",1
"SMC4>TAF15,+",1
"MCAM>TAF15,+",1
"UBE2I>KDM6B,+",1
"TAF15>ETV6,-",1
"RILPL2>ADAM17,+",1
"TMED7>TCN2,+",1
"TCN2>NDUFS1,+",1
"C5orf24>AGTRAP,+",1
"SLC25A11>AGTRAP,-",1
"NFATC3>HSD17B4,+",1
"SUCLG1>HSD17B4,+",1
"TCN2>THRAP3,+",1
"H2AFJ>SLTM,+",1
"PPP1R7>NDUFS1,+",1
"NME4>GABARAPL1,+",1
"C1GALT1C1>NDUFS1,+",1
"SP110>CCT5,+",1
"SUPT6H>CCT5,+",1
"TES>WASHC3,+",1
"NME4>WASHC3,+",1
"H2AFJ>GABARAPL1,+",1
"SERINC3>RTF1,+",1
"MVB12A>USP9X,+",1
"ETV6>TMEM256,+",1
"ZMIZ1>MVB12A,+",1
"TCN2>SP110,+",1
"NUDT4>SP110,+",1
"SUPT6H>MIEN1,+",1
"PROCR>MIEN1,+",1
"MED13>ZNF207,+",1
"SUPT6H>MVB12A,-",1
"POLK>SHOC2,+",1
"TCN2>TMEM256,+",1
"MED13>SHOC2,+",1
"NME4>STMP1,+",1
"NME4>SLC30A7,+",1
"TES>TCN2,+",1
"MCAM>TCN2,+",1
"NUDT4>TCN2,+",1
"NME4>TMEM273,+",1
"PPP1R13B>TMEM273,+",1
"LAMA5>TMEM273,+",1
"TAF15>LAMA5,+",1
"TAOK3>ARHGAP5,+",1
"TMEM273>RICTOR,+",1
"C1GALT1C1>LUZP1,+",1
"TAF15>LUZP1,+",1
"UBE2I>UPF2,+",1
"MED13>MYLK,+",1
"MED13>PPP1R7,+",1
"TMEM273>PPP1R7,+",1
"SLIRP>FAM107B,+",1
"VAT1>SMC4,+",1
"SLIRP>SMC4,+",1
"TCN2>TES,+",1
"MCAM>TES,+",1
"RND3>GOLGA2,+",1
"CHMP2A>TRA2A,+",1
"PSMB3>NME4,+",1
"PSMB5>NELFE,+",1
"RAB14>TOPORS,+",1
"HIGD2A>STAT5B,+",1
"DMAC1>PSMA3-AS1,-",1
"CCDC88A>PSMA3-AS1,+",1
"PPP4R3A>SOS1,+",1
"SLC30A7>SCARF1,+",1
"POLK>NELFE,+",1
"MCAM>CBX3,+",1
"LAMA5>NELFE,+",1
"HNRNPUL1>CYTH1,+",1
"UBE2H>CTNNA1,+",1
"LAMA5>PRKCSH,+",1
"SIGIRR>SUGT1,+",1
"RAB14>SUGT1,+",1
"STMN1>CREBBP,+",1
"GLG1>LIPA,+",1
"HNRNPUL1>SUGT1,+",1
"NME4>NDUFA3,+",1
"PPP3CA>KNOP1,+",1
"TMEM50B>KNOP1,+",1
"SDCCAG8>PPP4R3A,+",1
"C3orf58>PPP4R3A,+",1
"NME4>PPP4R3A,+",1
"DDX24>LAP3,+",1
"TXNDC12>SAT2,+",1
"NR4A2>LIPA,+",1
"LRMDA>SHOC2,+",1
"NR4A2>SHOC2,+",1
"TFAM>PTEN,+",1
"PPP3CA>SHOC2,+",1
"SLIRP>SHOC2,+",1
"DDX24>TRA2A,+",1
"MVB12A>SUGT1,+",1
"RAB14>VAT1,+",1
"SUGT1>TRA2A,+",1
"ATP5F1A>MVB12A,+",1
"DMAC1>RND3,+",1
"CREBRF>RND3,+",1
"SAP30BP>WDR1,+",1
"RAB14>PPIG,+",1
"SIGIRR>SERPINB1,+",1
"DMAC1>SERPINB1,+",1
"C3orf58>MVB12A,-",1
"MVB12A>KNOP1,+",1
"DMAC1>SHISA5,-",1
"SERPINB1>SHISA5,+",1
"PSMB5>SHISA5,+",1
"POLK>SHISA5,-",1
"MCTP1>TSC22D3,+",1
"RAB14>KPNB1,+",1
"SAP30BP>KNOP1,+",1
"RAB14>TAOK3,+",1
"PSMB5>PPP3CA,+",1
"PSMB5>TMEM256,+",1
"POLK>LIPA,+",1
"SERPINB1>HIST1H4C,+",1
"CCDC88A>PAXBP1,+",1
"POLK>PTPN14,-",1
"ABCC4>PTPN14,+",1
"RAB14>MAGT1,+",1
"SIGIRR>CREBRF,+",1
"RAB14>SHOC2,+",1
"RAB14>CREBRF,+",1
"STK38L>CREBRF,+",1
"PSMB5>NUDT4,+",1
"MCTP1>LPGAT1,+",1
"PSMA3-AS1>LPGAT1,+",1
"STK38L>LPGAT1,+",1
"KPNB1>PURA,+",1
"HLA-C>PURA,+",1
"DDX24>KPNB1,+",1
"TXNDC12>SERPINB1,+",1
"SAT2>EIF3D,+",1
"PPP3CA>FBN1,+",1
"MALAT1>FBN1,+",1
"RNF10>ZNF428,+",1
"ISCU>ZNF428,+",1
"KPNB1>ELMO1,+",1
"RNF10>CSRNP1,-",1
"TXNDC12>EIF3D,+",1
"NR4A2>CSRNP1,+",1
"TXNDC12>TMEM50B,+",1
"NPC2>TMEM50B,+",1
"SHOC2>NR3C1,+",1
"NDUFA3>NR3C1,+",1
"CSDE1>NR3C1,+",1
"ISCU>EIF3D,+",1
"TRA2A>NUDCD1,+",1
"GLG1>SWAP70,+",1
"TTC1>HNRNPUL1,+",1
"TTC1>VPS37B,+",1
"UPF2>SLTM,+",1
"ZNHIT1>RAB4A,+",1
"CCDC88A>RAB4A,+",1
"UBE2Q2>RAB4A,+",1
"PSMB3>C1orf123,+",1
"APC>SEC61B,+",1
"SLIRP>PSIP1,+",1
"PTTG1IP>SEC61B,+",1
"KIF1B>C5orf24,+",1
"LAP3>LRMDA,+",1
"PPP3CA>LRMDA,+",1
"PPP3CA>PSIP1,+",1
"MALAT1>PSIP1,+",1
"CCT5>ARID1A,+",1
"DDX24>PPP3CA,+",1
"SERPINB1>PPP3CA,-",1
"NR4A2>SUGT1,+",1
"NME4>RNF10,-",1
"RAP1B>RNF10,+",1
"CCT5>ABCC4,+",1
"RNF10>SUGT1,+",1
"CSDE1>SUGT1,+",1
"TMEM50B>SUGT1,+",1
"LRMDA>GABARAPL1,+",1
"NDFIP1>NBR1,+",1
"CSDE1>GABARAPL1,+",1
"SERPINB1>GABARAPL1,+",1
"NDFIP1>GABARAPL1,+",1
"LRMDA>SLIRP,+",1
"SUGT1>PNRC2,+",1
"NDFIP1>GLG1,+",1
"GLG1>SDCCAG8,+",1
"EGLN1>SDCCAG8,+",1
"ISCU>WDR1,+",1
"PPP3CA>USP14,+",1
"CBX3>ISCU,+",1
"RNF10>UBE2Q2,+",1
"PSIP1>COX6B1,+",1
"RAB13>CCT5,+",1
"LAP3>CCT5,+",1
"ZNHIT1>CCT5,+",1
"SDCCAG8>TLK1,-",1
"DDX24>MCAM,+",1
"RNF10>VAT1,-",1
"PBXIP1>UBR5,+",1
"BEND7>NUDT4,+",1
"ARPC1B>PPA1,+",1
"GLG1>SIGIRR,+",1
"CCDC88A>KPNB1,+",1
"ZNF428>KPNB1,+",1
"DMAC1>MCTP1,+",1
"TINAGL1>CREBBP,-",1
"PSMB1>RAB4A,+",1
"KDM6B>MBTPS1,+",1
"CREBBP>MBTPS1,+",1
"PPP4R3A>PTGES3,-",1
"ATOX1>RND3,+",1
"FAM107B>RND3,+",1
"PPP4R3A>RAPGEF1,+",1
"CYTH1>C1GALT1C1,+",1
"LAMA5>RAPGEF1,+",1
"UFSP2>SHISA5,-",1
"NME4>PSMB1,+",1
"CYTH1>UFSP2,+",1
"PRKCSH>UFSP2,-",1
"PLEKHA3>UFSP2,+",1
"PSMB1>FAM107B,+",1
"PRKCSH>C1GALT1C1,+",1
"NME4>TLK1,+",1
"SLTM>KDM6B,+",1
"NME4>ITSN2,+",1
"ERBIN>ADAM17,+",1
"SLC39A1>TCN2,+",1
"AES>TCN2,+",1
"RND3>ZNF428,+",1
"PPP4R3A>KDM6B,-",1
"RAP1B>SOS1,+",1
"PPP4R3A>BUB3,+",1
"ADAM17>STK4,+",1
"KDM6B>STK4,+",1
"PRKCSH>UBE2A,-",1
"PSMB3>UBE2A,+",1
"PBXIP1>KNOP1,+",1
"ARID1A>KNOP1,+",1
"PPP4R3A>SUMO1,+",1
"CCDC88A>WARS,+",1
"LIPA>WARS,+",1
"PPP3CA>SH3BGRL2,+",1
"PSMB1>KDM2A,+",1
"PPP4R3A>CALCOCO2,+",1
"ARID1A>ABCC4,-",1
"WDR1>STX12,+",1
"MBTPS1>H2AFJ,-",1
"PTEN>H2AFJ,+",1
"TLK1>GABARAPL1,+",1
"ARID1A>WARS,+",1
"PSMB1>SHOC2,+",1
"PSMB1>EIF1AX,+",1
"GABARAPL1>AES,+",1
"CYTH1>PTEN,+",1
"LUZP1>SLTM,+",1
"HYAL2>SLTM,+",1
"FAM107B>KDM2A,+",1
"RND3>KDM2A,+",1
"SHOC2>GOLGA2,+",1
"PPP3CA>GOLGA2,+",1
"KDM6B>SLTM,+",1
"RAP1B>TINAGL1,+",1
"NME4>LGALS1,+",1
"ARID1A>EFR3A,+",1
"TLK1>WDR1,+",1
"ZFHX3>CYTH1,+",1
"ARID1A>CYTH1,+",1
"PPP3CA>CLTC,+",1
"NME4>ARID1A,+",1
"ZFHX3>ARID1A,+",1
"SHOC2>ARID1A,+",1
"ARID1A>PLEKHA3,+",1
"PSMB1>WARS,+",1
"NME4>ZNHIT1,-",1
"PRKCSH>CTNNAL1,+",1
"ELMO1>MCTP1,+",1
"ERGIC2>TSR3,+",1
"SAP30BP>GADD45A,+",1
"DMAC1>GADD45A,+",1
"DMAC1>HIGD2A,+",1
"CTSL>HIGD2A,+",1
"POLK>MPZL1,+",1
"CCDC88A>MPZL1,+",1
"MAGT1>TSR3,+",1
"UBE2H>SYF2,+",1
"DMAC1>STMN1,+",1
"ABCC4>STMN1,+",1
"CCDC88A>STMN1,+",1
"SAP30BP>STMN1,+",1
"DMAC1>PSMF1,+",1
"ABCC4>H2AFJ,+",1
"ATP5F1A>SLC30A7,+",1
"H2AFJ>TMED2,+",1
"ERBIN>CTNNAL1,+",1
"MAGT1>C3orf58,+",1
"RUFY3>MCTP1,+",1
"RAB14>ZNF428,+",1
"USP53>ZNF428,+",1
"HNRNPUL1>PLEKHG1,+",1
"UBE2H>PLEKHG1,+",1
"POLK>C3orf58,+",1
"RAB14>CYTOR,+",1
"ERGIC2>STK38L,+",1
"STMN1>CYTOR,+",1
"CREBRF>CYTOR,+",1
"RILPL2>PSMB5,+",1
"KDM2A>AKAP9,+",1
"ZNF428>CYB5B,-",1
"LPGAT1>STK38L,+",1
"MCTP1>PPP4R3A,+",1
"ERGIC2>PPP4R3A,+",1
"MPZL1>TXNDC12,+",1
"PRKCSH>DECR1,-",1
"ADAM17>ERBIN,+",1
"WARS>PRKCSH,+",1
"UFSP2>PRKCSH,-",1
"CLTC>ZFHX3,+",1
"TLK1>ZFHX3,-",1
"PSMB1>DECR1,+",1
"ERBIN>SYF2,+",1
"RAB14>SAP30BP,+",1
"FAM107B>ELMO1,+",1
"GOLGA2>UPF2,+",1
"PBXIP1>LAMA5,+",1
"ARID1A>UBE2R2,-",1
"PPP4R3A>UBE2R2,+",1
