,PTEN
"GOLGA2>BCL10,+",1
"YWHAH>CCDC88A,+",1
"HIPK2>PAWR,+",1
"RNF10>CCT5,+",1
"SLC30A7>SHISA5,-",1
"CREB3L2>ACTR1A,+",1
"RTF1>ACTR1A,+",1
"CLTC>ACTR1A,+",1
"HLA-A>TCN2,+",1
"PPP4R3A>TCN2,-",1
"SHISA5>TCN2,+",1
"STX12>MCTP1,+",1
"RILPL2>MCTP1,+",1
"PAWR>HNRNPUL1,+",1
"PLCB1>PRKD3,+",1
"HIPK2>PRKD3,+",1
"YWHAH>FBLIM1,+",1
"RILPL2>CCT5,+",1
"HIPK2>WDR1,+",1
"SHISA5>PAWR,-",1
"SMC4>WDR1,+",1
"RNF10>SMC4,+",1
"HIPK2>SMC4,-",1
"ACTR1A>MBTPS1,+",1
"CLTC>S100A4,+",1
"STX12>S100A4,+",1
"HIPK2>CCAR1,+",1
"PLCB1>SEC61G,+",1
"KNOP1>SEC61G,+",1
"HLA-A>SLC39A1,+",1
"BRK1>SNX5,+",1
"SLIRP>SNX5,+",1
"HLA-A>HLA-C,+",1
"GOLGA2>PPP4R3A,+",1
"ARID1A>RNF10,+",1
"BCL10>CNOT4,+",1
"FCHO2>SAT2,+",1
"STAT5B>DDX23,+",1
"NDUFA2>DDX23,-",1
"PSMF1>DDX23,+",1
"PPP1CB>DDX23,+",1
"XPO1>DDX23,+",1
"HBP1>DDX23,+",1
"NME4>DDX23,-",1
"RIF1>KIF2A,+",1
"TINAGL1>LAMA5,+",1
"RTN3>KIF2A,+",1
"EMC2>CCDC50,+",1
"HBP1>CCDC50,+",1
"SWAP70>EIF3D,+",1
"RTN3>EIF3D,+",1
"SLC39A1>BCL10,+",1
"SWAP70>NUDT4,+",1
"CBX3>DAD1,+",1
"SLIRP>DAD1,+",1
"SWAP70>MALL,+",1
"PSMF1>SIGIRR,+",1
"ZADH2>ATRAID,+",1
"CREBRF>ATRAID,+",1
"SWAP70>MTPN,+",1
"PTEN>SURF6,+",1
"DDX23>PPP1CB,+",1
"H2AFJ>C1orf115,-",1
"SWAP70>SFT2D2,+",1
"DDX23>SFT2D2,+",1
"KDM2A>TMED7,+",1
"DNAJC21>PTEN,+",1
"SAT2>ZC3H14,+",1
"PSMB5>SAT2,+",1
"RAB5C>PSMA1,+",1
"CALCOCO2>PSMA1,+",1
"DDX23>ITSN2,+",1
"LAMA5>TINAGL1,+",1
"PTEN>MBTPS1,+",1
"EMC2>ANKRD28,+",1
"PPP1CB>ANKRD28,+",1
"EMC2>SLC39A1,+",1
"C1orf115>STX12,+",1
"ZADH2>STAT5B,+",1
"RTN3>AES,+",1
"NDUFA2>TMEM273,+",1
"DDX23>TMEM273,-",1
"CBX3>CHSY1,+",1
"KIF2A>FDPS,+",1
"SLIRP>A4GALT,+",1
"PSMF1>A4GALT,+",1
"RAB5C>A4GALT,+",1
"C1orf115>CREBRF,+",1
"SWAP70>CLTC,+",1
"CALCOCO2>CREBRF,+",1
"EMC2>CREBRF,+",1
"HBP1>TMEM50B,+",1
"ZADH2>TMEM50B,-",1
"XRN2>HBP1,+",1
"RAB5C>HBP1,+",1
"SLIRP>ARID1A,+",1
"C1orf115>HNRNPUL1,+",1
"EMC2>HNRNPUL1,-",1
"SMARCE1>PREX2,+",1
"HBP1>NDUFA2,+",1
"EIF3D>NDUFA2,+",1
"SLIRP>LAP3,+",1
"SLC39A1>CBX3,+",1
"MRPS34>PPA1,+",1
"PGRMC2>RICTOR,+",1
"HIPK2>TDG,+",1
"TMEM273>SLTM,+",1
"DMAC1>SUSD6,+",1
"ZKSCAN1>SUSD6,+",1
"FDPS>DMAC1,+",1
"KIF1B>CCT2,+",1
"ATP2A2>CCT2,+",1
"RTN3>VAT1,+",1
"CREBRF>H2AFJ,+",1
"TXNDC12>CCDC88A,+",1
"DDX21>ZKSCAN1,-",1
"RTN3>KNOP1,+",1
"EDF1>KDM6B,-",1
"ZNF207>KDM6B,+",1
"HDAC7>KDM6B,+",1
"ZC3H14>LIPA,+",1
"SAT2>PRDM2,+",1
"SLC3A2>PRDM2,-",1
"TINAGL1>KIF1B,+",1
"TMEM273>WDR1,+",1
"FDPS>WDR1,+",1
"TMEM273>TINAGL1,+",1
"SLC3A2>TINAGL1,+",1
"SLC3A2>SYF2,+",1
"SLC3A2>SLC30A7,+",1
"CREBRF>SLC30A7,+",1
"ZNF207>SLC30A7,+",1
"NMI>SELENOK,+",1
"CREBRF>C3orf58,+",1
"RTN3>KDM2A,+",1
"WDR1>SIGIRR,+",1
"VCAM1>SIGIRR,+",1
"CREBRF>ZNHIT1,+",1
"ATP2A2>NMI,+",1
"ARHGAP5>CCDC88A,+",1
"EMC2>NUDCD1,+",1
"SLIRP>CBX3,+",1
"CCT5>KAT6A,+",1
"TCN2>KAT6A,-",1
"ZNHIT1>PSMB1,+",1
"SHISA5>RICTOR,+",1
"STAT5B>RICTOR,+",1
"UBXN1>KPNB1,-",1
"SHISA5>PHF3,+",1
"SPAG9>SH3BGRL2,+",1
"SH3BGRL2>LAP3,+",1
"UBE2H>LAP3,+",1
"RAB5C>CCDC88A,+",1
"STAT5B>GABARAPL1,+",1
"UBE2H>TLN1,+",1
"ANP32E>LIPA,+",1
"STAT5B>ATP5F1A,+",1
"TCN2>UBXN1,+",1
"CNOT4>NPEPPS,+",1
"PPP1R13B>NPEPPS,-",1
"SAT2>SF3B5,+",1
"TAX1BP1>NFAT5,+",1
"FAM107B>AAK1,+",1
"COX5B>KDELR2,+",1
"CBX3>SAP30BP,+",1
"MYADM>SAP30BP,+",1
"VCAM1>IFNAR2,+",1
"PRDM2>SAT2,+",1
"CREBRF>SHOC2,+",1
"SAP30BP>ZC3H14,+",1
"CBX3>TCN2,+",1
"TMEM273>KPNB1,+",1
"S100A4>SH3BGRL2,-",1
"ZNHIT1>PBXIP1,+",1
"CCDC88A>SPAG9,+",1
"SLC3A2>SPAG9,+",1
"ZNHIT1>CBX5,+",1
"PTEN>TXNDC12,+",1
"C8orf33>SAP30BP,+",1
"WDR1>SAP30BP,+",1
"PSMF1>C1orf123,+",1
"RAB4A>STX12,+",1
"KPNB1>PTEN,+",1
"SLTM>CBX5,+",1
"CREBRF>SPAG9,+",1
"SLC30A7>CBX5,+",1
"PRDM2>CBX5,+",1
"SAP30BP>SP3,+",1
"HDAC7>SP3,+",1
"ZNF207>AKR7A2,+",1
"SLC3A2>PSMA1,+",1
"SEC61G>SAT2,+",1
"CAMTA1>C1orf115,+",1
"RTF1>C1orf115,+",1
"IFNAR2>WDR1,-",1
"SAP30BP>UPF2,+",1
"RAB4A>UPF2,+",1
"C8orf33>UBE2Q2,+",1
"WDR1>SHOC2,+",1
"C8orf33>SHOC2,+",1
"IFNAR2>RAP1B,+",1
"EIF3D>ZNF428,+",1
"GABARAPL1>ZNF428,+",1
"RAB4A>ZNF428,-",1
"TSR3>TCN2,+",1
"TSR3>NUDCD1,+",1
"GABARAPL1>NUDCD1,+",1
"C8orf33>NUDCD1,+",1
"PDE10A>RTN3,-",1
"SAP30BP>UGP2,-",1
"VCAM1>UGP2,+",1
"FDPS>ACTR2,+",1
"PDE10A>CREBRF,+",1
"TPM4>HLA-DPB1,+",1
"VCAM1>ERC1,+",1
"SPAG9>ERC1,+",1
"FBLIM1>ATP2A2,+",1
"SLC3A2>ATP2A2,+",1
"VCAM1>FDPS,+",1
"AKR7A2>USP1,+",1
"MCAM>USP1,+",1
"VCAM1>USP1,+",1
"SAT2>PDE10A,+",1
"YIPF3>PDE10A,+",1
"CREBRF>PDE10A,+",1
"FBLIM1>EMC2,+",1
"ARID1A>HDAC7,+",1
"ATP2A2>MAGT1,+",1
"CBX3>HDAC7,+",1
"SLC30A7>SLC44A2,+",1
"KNOP1>SLC44A2,+",1
"PPA1>POLK,+",1
"FDPS>POLK,+",1
"SAT2>POLK,+",1
"CREBRF>POLK,+",1
"ZNF207>VCAM1,+",1
"TCN2>VCAM1,+",1
"SLC30A7>CALCOCO2,+",1
"S100A4>PLEKHG1,+",1
"ARID1A>SERPINB1,+",1
"ATP2A2>FBLIM1,+",1
"TMEM273>PSMC4,+",1
"ANP32E>TRA2A,-",1
"UBE2H>TES,+",1
"TAX1BP1>XRN2,+",1
"SMIM37>SMC4,-",1
"RAP1B>TRA2A,+",1
"PSMD13>ERC1,+",1
"MRPS34>GHITM,+",1
"SWAP70>GHITM,+",1
"H2AFJ>SMC4,+",1
"SYF2>SMC4,+",1
"VPS13D>RBPJ,+",1
"CCT5>PBXIP1,+",1
"DMAC1>TLK1,+",1
"IFI44L>PEPD,-",1
"POLK>PSMB5,+",1
"PTPRA>MED13,+",1
"NUDCD1>MED13,+",1
"CX3CL1>LIPA,+",1
"KDELR2>MRPS18B,+",1
"CCT5>TXNDC12,+",1
"TSR3>NME4,+",1
"LAMA5>NME4,+",1
"TES>ABCC4,+",1
"UBE2H>ABCC4,+",1
"ERGIC2>TCN2,+",1
"TAOK3>SP110,+",1
"TSR3>SP110,+",1
"CHSY1>TRIM56,+",1
"SAT2>TRIM56,+",1
"H2AFJ>TRIM56,+",1
"CHSY1>SAT2,+",1
"FAM107B>RAB5C,+",1
"NPEPPS>ANP32E,+",1
"PPP1R13B>ANP32E,+",1
"TMEM160>SHOC2,+",1
"KDM2A>LIPA,+",1
"KDELR2>SLIRP,+",1
"DMAC1>GABARAPL1,+",1
"TLK1>PSMC5,+",1
"SHISA5>TMEM50B,+",1
"SMIM37>ABCC4,+",1
"KDM2A>POLR2G,+",1
"SMIM37>C1orf123,+",1
"COPRS>C1orf123,-",1
"VPS13D>C1orf123,+",1
"TRA2A>RAB11B,+",1
"TXNDC12>PTPRA,+",1
"KDM2A>PTPRA,+",1
"CCDC88A>SEC63,+",1
"RFC1>SEC63,+",1
"PSMC5>SEC63,+",1
"SMIM37>RASIP1,+",1
"COPRS>SMIM37,+",1
"MRPS34>PSMC5,+",1
"KDM2A>RSBN1,+",1
"PSMD13>IFITM1,+",1
"TLK1>IFITM1,+",1
"PRKCSH>ISLR,+",1
"NDUFA1>ISLR,+",1
"VPS13D>ISLR,+",1
"IFITM1>PPP4R3A,+",1
"RIMKLB>PPP4R3A,+",1
"VPS13D>PPP4R3A,+",1
"MRPS34>STX12,+",1
"KDM2A>COPRS,-",1
"H2AFJ>IFI44L,+",1
"PGRMC2>IFI44L,+",1
"CREBRF>IFI44L,+",1
"PSMD13>RSBN1,+",1
"CCT5>H2AFJ,+",1
"LAMA5>ZNHIT1,+",1
"CCT5>CALCOCO2,+",1
"TAX1BP1>NUDT4,+",1
"ATP5PB>SEPT10,+",1
"NPEPPS>RTF1,+",1
"XRN2>RTF1,+",1
"SOS1>LAMA5,+",1
"SOS1>UBE2H,+",1
"MCFD2>NUDT4,+",1
"SOS1>CSRNP1,+",1
"SOS1>S100A4,+",1
"SHISA5>PGRMC2,+",1
"NPEPPS>PGRMC2,-",1
"NDUFA3>PGRMC2,+",1
"SAT2>C1orf115,+",1
"PPP1R13B>CDKN1B,+",1
"SOS1>CDKN1B,+",1
"GFOD2>ZNF207,+",1
"CNOT4>SAP30BP,-",1
"TMEM160>ARID5A,+",1
"STAT5B>ARID5A,+",1
"LAMA5>ARID5A,+",1
"NME4>ABI2,+",1
"STAT5B>ABI2,+",1
"TMEM160>PSMD13,-",1
"CNOT4>PPP1R13B,+",1
"TAX1BP1>PPP1R13B,+",1
"LAMA5>PPP1R13B,-",1
"TRIM56>CHSY1,+",1
"TSR3>CHSY1,+",1
"STAT5B>ERGIC2,+",1
"TCN2>ERGIC2,+",1
"NUDCD1>ZKSCAN1,+",1
"STAT5B>CALCOCO2,+",1
"PSMF1>GIMAP2,+",1
"SOS1>PSMF1,+",1
"KDM2A>SOS1,-",1
"NME4>SMC4,-",1
"PGRMC2>S100A4,+",1
"FAM107B>S100A4,+",1
"TXNDC12>RNF10,+",1
"CNOT4>GFOD2,+",1
"PPP1R13B>GFOD2,+",1
"SLC30A7>UBE2I,+",1
"SOS1>C5orf24,+",1
"CCT5>WDR1,+",1
"KDELR2>WDR1,-",1
"STAT5B>WDR1,+",1
"ZKSCAN1>LPGAT1,+",1
"LAMA5>LPGAT1,+",1
"TAOK3>ZADH2,+",1
"SMIM30>ZADH2,+",1
"CCT5>SMC4,+",1
"PPP1R13B>TMEM160,+",1
"NUCB2>ALG5,+",1
"NME4>ALG5,+",1
"LAMA5>TMEM256,-",1
"TMEM160>STAT5B,-",1
"SOS1>STAT5B,+",1
"PPP1R13B>STAT5B,+",1
"CCT5>SMIM30,+",1
"TAX1BP1>SMIM30,-",1
"SH3BGRL2>POLK,+",1
"PTEN>FAM107B,+",1
"SLC30A7>NUDCD1,-",1
"PPP1R13B>NUDCD1,+",1
"PPP1R13B>SH3BGRL2,+",1
"SHOC2>TMEM160,+",1
"TAOK3>CREB3L2,+",1
"PTEN>TDG,+",1
"TGFB1>COMT,+",1
"CCT5>SAP30BP,+",1
"PDAP1>VPS37B,+",1
"PLCB1>VPS37B,+",1
"HIGD2A>PSMF1,+",1
"PTEN>PSMF1,+",1
"UBE2I>S100A4,+",1
"SH2D3C>SHOC2,-",1
"TMEM131>LAMA5,+",1
"ZNF207>ERC1,+",1
"ABI2>IFNAR2,+",1
"CCT5>NME4,+",1
"KNOP1>NME4,+",1
"AKR7A2>NME4,+",1
"SEPT10>PTEN,+",1
"GABARAPL1>SLIRP,+",1
"TMEM273>VPS37B,-",1
"TXNDC12>PLCB1,+",1
"SH2D3C>RAP1B,+",1
"SEPT10>RAP1B,+",1
"SEPT10>STX12,-",1
"KNOP1>C3orf58,+",1
"H2AFJ>C3orf58,+",1
"TXNDC12>ZNF207,+",1
"CCT5>ZNF207,+",1
"CNOT4>TMEM131,+",1
"NME4>TMEM131,+",1
"C1GALT1C1>EMC2,+",1
"PSMB3>EMC2,+",1
"HIGD2A>EMC2,+",1
"LIPA>EMC2,+",1
"PLCB1>GABARAPL1,+",1
"CCT5>A4GALT,+",1
"ERC1>USP9X,+",1
"USP9X>ERC1,+",1
"RAP1B>SH2D3C,+",1
"MBTPS1>PRDM2,+",1
"CYTH1>SHOC2,+",1
"GABARAPL1>SHOC2,+",1
"CCT5>C1orf123,+",1
"ABI3>CREBRF,+",1
"CCT5>CREBRF,+",1
"SYF2>HNRNPAB,+",1
"LAMA5>RILPL2,+",1
"USP9X>ASAP1,+",1
"CYTH1>ZMYND11,+",1
"MBTPS1>POLK,+",1
"CCT5>POLK,+",1
"LAMA5>CCT5,+",1
"ITSN2>CCT5,+",1
"ZMYND11>SNX5,+",1
"RNF10>DDX6,+",1
"HNRNPAB>DDX6,+",1
"CYTH1>MBTPS1,+",1
"CCT5>ITSN2,+",1
"CNOT4>ITSN2,+",1
"HNRNPAB>SYF2,+",1
"HNRNPAB>UBR5,+",1
"SYF2>NDUFA2,+",1
"USP9X>NDUFA2,+",1
"USP9X>ABI2,+",1
"CYTH1>ABI2,+",1
"ELMO1>ABI2,-",1
"RILPL2>ABI2,+",1
"EIF3D>AGPAT5,+",1
"CBX3>ABI3,+",1
"CBX3>SLK,+",1
"RILPL2>ASAP1,+",1
"HIGD2A>SLC30A7,+",1
"VPS29>CNOT4,+",1
"IFNAR2>RRAS,+",1
"PBXIP1>ALG13,+",1
"SAP30BP>PSMB9,-",1
"CNOT4>UBE2Q2,+",1
"KNOP1>UBE2Q2,+",1
"TMEM273>SEM1,+",1
"CCT5>ALG13,+",1
"HIGD2A>ALG13,+",1
"PSMB3>CYTH1,+",1
"PSMB3>ANP32E,+",1
"CCT5>CYTH1,+",1
"CCDC88A>SLIRP,+",1
"TAOK3>ABI2,+",1
"PTEN>ABI2,+",1
"PSMB9>CBX3,+",1
"CCDC88A>XRN2,+",1
"VPS29>PSMB9,+",1
"TXNDC12>PSMB9,+",1
"KNOP1>UBE2I,+",1
"PDAP1>UBE2I,+",1
"PSMB3>SMIM37,+",1
"TMEM131>SMIM37,+",1
"PRDM2>MUC20-OT1,-",1
"HIGD2A>ARID1A,+",1
"PSMB9>ARID1A,+",1
"TMEM273>CHSY1,-",1
"SEPT10>ATP5F1C,+",1
"DMAC1>ATP5F1C,+",1
"PSMB9>KDM2A,+",1
"KNOP1>POLK,+",1
"PSMB3>POLK,+",1
"TXNDC12>SPART,+",1
"TMEM131>RAB11B,-",1
"AP2M1>TXNDC12,+",1
"SEPT10>TXNDC12,+",1
"AKR7A2>STAT5B,+",1
"TAOK3>FGD5-AS1,+",1
"SLIRP>SEPT10,+",1
"CNOT4>PBXIP1,+",1
"RAB4A>TSR3,+",1
"PRDM2>HIGD2A,+",1
"NME4>HIGD2A,+",1
"TAOK3>EIF2AK2,+",1
"PPP4R3A>EIF2AK2,+",1
"CBX3>EIF2AK2,+",1
"PLCB1>ERGIC2,+",1
"VPS29>CCT5,+",1
"IFNAR2>RAB4A,+",1
"EMC2>RAB4A,+",1
"TAOK3>RAB4A,+",1
"TMEM273>TCEAL4,+",1
"PSMB3>FGD5-AS1,+",1
"NME4>DMAC1,-",1
"SEPT10>PPP4R3A,+",1
"TXNDC12>PSMB3,+",1
"CLTC>PRKCSH,+",1
"VPS37B>PDAP1,+",1
"HIGD2A>ZBTB7A,+",1
"TXNDC12>MBTPS1,+",1
"PPP4R3A>MBTPS1,+",1
"HIGD2A>TRA2A,+",1
"TAOK3>TRA2A,+",1
"ATP5F1C>MCTP1,+",1
"ATP5F1C>RILPL2,+",1
"TMEM273>RILPL2,-",1
"SEPT10>RILPL2,+",1
"TMEM131>RILPL2,+",1
"CCDC88A>HNRNPUL1,+",1
"CYTH1>HNRNPUL1,+",1
"RNF10>SLC39A1,+",1
"KDM2A>TCN2,+",1
"SAP30BP>TINAGL1,+",1
"TMEM273>STAT5B,-",1
"SLC30A7>STAT5B,+",1
"EMC2>KDM2A,+",1
"SERINC3>KDM2A,+",1
"ANKRD28>ITSN2,+",1
"SERINC3>TAX1BP1,+",1
"TMEM131>CCDC124,+",1
"TTC1>S100A4,+",1
"FAM107A>S100A4,+",1
"SHOC2>S100A4,+",1
"SAP30BP>S100A4,+",1
"RILPL2>ATP2A2,+",1
"SAP30BP>SYPL1,+",1
"SAT2>TMEM273,+",1
"STAT5B>TMEM273,-",1
"FCHO2>TMEM273,+",1
"SAP30BP>CYTH1,-",1
"PKM>CYTH1,+",1
"SERINC3>RASIP1,+",1
"TSR3>RASIP1,+",1
"ACTR2>RASIP1,+",1
"KDM2A>RASIP1,+",1
"TTC1>RASIP1,+",1
"FCHO2>RASIP1,+",1
"BAG1>TSC22D3,+",1
"ATP2A2>LAP3,+",1
"SAP30BP>LAP3,+",1
"FCHO2>ATRAID,+",1
"KDM2A>ANXA2R,+",1
"FCHO2>ANXA2R,-",1
"FCHO2>SAP30BP,+",1
"TXNDC12>PCGF2,+",1
"ATP2A2>MOB4,-",1
"AP2M1>MBTPS1,+",1
"SHOC2>NME4,+",1
"ACTR2>TXNDC12,+",1
"ATP2A2>SHOC2,+",1
"ACTR2>SHOC2,+",1
"AP2M1>FCHO2,+",1
"EMC2>FCHO2,+",1
"TMEM131>FCHO2,+",1
"TTC1>LIPA,+",1
"SAT2>TMEM131,-",1
"TXNDC12>FDPS,+",1
"ACTR2>EFR3A,+",1
"ATP2A2>EFR3A,+",1
"SAP30BP>EFR3A,+",1
"SHOC2>MBTPS1,+",1
"SAP30BP>MBTPS1,+",1
"RASIP1>PRKCSH,+",1
"SHOC2>UBE2Q2,+",1
"ATP2A2>UBE2Q2,+",1
"KDM2A>SLC39A1,+",1
"KDM2A>CCDC88A,+",1
"SLC30A7>CHSY1,+",1
"PRKCSH>CHSY1,+",1
"TMEM131>SP110,+",1
"RASIP1>CNOT4,+",1
"SLC30A7>CNOT4,+",1
"ATP2A2>CNOT4,+",1
"EFR3A>GLG1,+",1
"EMC2>GLG1,+",1
"TCN2>POLK,+",1
"IFNAR2>SERINC3,+",1
"ELMO1>TMEM173,+",1
"TTC1>CCDC124,+",1
"USP9X>TCN2,+",1
"ABI3>CYTH1,+",1
"AGPAT5>STX12,-",1
"AES>STX12,+",1
"SLK>STX12,+",1
"CYTH1>STX12,+",1
"DLG1>S100A4,-",1
"ZNF207>FCHO2,+",1
"IFNAR2>TET2,+",1
"RILPL2>C8orf33,+",1
"GABARAPL1>TET2,+",1
"DDX6>ABCC4,+",1
"HNRNPAB>ABCC4,+",1
"TMEM273>ABCC4,+",1
"ABI3>TMEM273,+",1
"TCN2>UBE2Q2,+",1
"CCT8>RAB5C,+",1
"WDR1>C1orf115,+",1
"VPS37B>C1orf115,+",1
"ZNF207>ALG5,+",1
"CNOT4>ZNF207,+",1
"GCA>CNOT4,+",1
"TET2>CNOT4,+",1
"ELMO1>DMAC1,-",1
"CCT5>DMAC1,+",1
"RILPL2>DMAC1,+",1
"KPNB1>DLG1,+",1
"CYTH1>ELMO1,+",1
"GABARAPL1>ELMO1,+",1
"UBR5>ELMO1,+",1
"SHOC2>EIF3D,+",1
"CCT5>SH3BGRL2,+",1
"IFNAR2>SH3BGRL2,+",1
"CCT8>IFNAR2,+",1
"GABARAPL1>CCDC88A,+",1
"TCN2>TAOK3,+",1
"NME4>SUGT1,+",1
"SHOC2>TMEM147,+",1
"AP2M1>TMEM147,+",1
"TCN2>TMEM147,+",1
"TXNDC12>TMEM147,+",1
"RILPL2>TMEM147,+",1
"PRKCSH>FGD5-AS1,+",1
"ECE1>POLR2G,+",1
"FCHO2>BAG1,+",1
"TCN2>ATOX1,+",1
"KDM2A>PRDM2,+",1
"RILPL2>PRDM2,+",1
"PTEN>PRDM2,+",1
"TRA2A>PRDM2,+",1
"EMC2>SUGT1,+",1
"EFR3A>CCT5,+",1
"SLK>CBX3,+",1
"SLC30A7>TDG,+",1
"EFR3A>TDG,+",1
"EMC2>TDG,+",1
"ACTR2>FAM107A,+",1
"SAP30BP>FAM107A,+",1
"RILPL2>USP14,+",1
"TCN2>RTF1,+",1
"SAP30BP>LAMA5,+",1
"EFR3A>AGO2,+",1
"CCDC124>ANKRD28,-",1
"TMEM131>ABI2,-",1
"ACTR2>SLC30A7,+",1
"TCN2>SOS2,+",1
"RTF1>SAP30BP,+",1
"H2AFJ>RAB11B,+",1
"UBE2Q2>SH2D3C,-",1
"RNF10>TDG,-",1
"SREK1IP1>GABARAPL1,+",1
"KDM2A>SMG1,+",1
"SMG1>RAP1B,+",1
"PSMB3>ZNHIT1,+",1
"TMEM273>ENO1,+",1
"GOLGA2>SAP30BP,+",1
"C1orf115>SAP30BP,+",1
"SERINC3>GABARAPL1,-",1
"SMG1>POLK,+",1
"SMG1>TSR3,+",1
"NME4>H2AFJ,-",1
"STX12>AES,+",1
"MBTPS1>AES,+",1
"MBTPS1>S100A4,+",1
"POLR2G>C1orf115,-",1
"TMEM50B>ZNF207,+",1
"COPS2>PBXIP1,+",1
"POLR2G>RECQL,+",1
"CBX3>RECQL,+",1
