,PTEN
"TXNDC12>RECQL,+",1
"MBTPS1>SOS1,+",1
"RECQL>KPNB1,+",1
"SMG1>RNF10,+",1
"NME4>POLR2G,+",1
"TAOK3>BEND7,-",1
"KDM2A>BEND7,+",1
"POLK>GLG1,+",1
"TPM4>RIF1,+",1
"TINAGL1>ARID1A,+",1
"PBXIP1>NR4A2,+",1
"ARID1A>NR4A2,+",1
"RPL13>RPL8,+",1
"ARID1A>C1orf115,+",1
"ARID1A>POLK,+",1
"SEPT10>AKR7A2,+",1
"SWAP70>KDELR2,+",1
"ZNF652>TAOK3,+",1
"EMC2>MBTPS1,+",1
"HIPK2>MBTPS1,+",1
"IL33>MBTPS1,+",1
"SERPINB6>CALCOCO2,+",1
"CAMLG>SAT2,+",1
"AGFG1>KDELR2,+",1
"POLR2G>SHOC2,+",1
"SHOC2>CREBRF,+",1
"ZNF652>PBXIP1,+",1
"NME4>PBXIP1,-",1
"STX12>GLG1,+",1
"CAMLG>HIPK2,+",1
"STAT5B>HIPK2,+",1
"KDELR2>TAOK3,+",1
"RPL14>TRIR,+",1
"HLA-C>HMGB1,+",1
"IL33>UPF2,+",1
"LAMA5>EMC2,+",1
"POLK>PRKCSH,+",1
"VAT1>TINAGL1,+",1
"SWAP70>PRKD3,+",1
"TRIR>PRKD3,+",1
"ARPC5>KIAA0355,+",1
"SWAP70>DDX24,+",1
"EMC2>MYADM,+",1
"SWAP70>MYADM,+",1
"CREBRF>MYADM,-",1
"VAT1>ALG5,-",1
"SMG1>PTEN,+",1
"SMG1>MBTPS1,+",1
"SMG1>CALCOCO2,+",1
"TMEM50B>LAMP1,+",1
"KDM2A>TNFRSF14,+",1
"HIPK2>C1orf115,+",1
"SLIRP>PBXIP1,+",1
"RTF1>NR4A2,+",1
"CLTC>AES,+",1
"SHISA5>CNOT4,+",1
"RTF1>STX12,+",1
"TMEM273>C1orf115,+",1
"RTF1>SLC30A7,+",1
"SERINC3>TNFRSF14,+",1
"HIPK2>SAT2,+",1
"CSTB>SAT2,+",1
"KNOP1>SAT2,+",1
"CREB3L2>SAT2,+",1
"SNX5>GOLGA2,+",1
"BCL10>GOLGA2,+",1
"CREB3L2>KDM2A,-",1
"RILPL2>KDM2A,+",1
"MAP2K2>KDM2A,+",1
"PLCB1>H2AFJ,+",1
"SLC30A7>BTG2,+",1
"CCT5>BTG2,+",1
"ELMO1>NUDCD1,+",1
"CLTC>NUDCD1,+",1
"SMC4>RAB5C,+",1
"GNB1>VAT1,+",1
"TMEM50B>MYADM,+",1
"NR4A2>CHSY1,+",1
"CREB3L2>TAOK3,+",1
"BCL10>TAOK3,+",1
"TMEM273>PLCB1,+",1
"TMEM50B>PLCB1,+",1
"CCDC88A>PLCB1,+",1
"GOLGA2>SH3BGRL2,-",1
"ACTR1A>HIPK2,+",1
"SLC30A7>PTEN,+",1
"GABARAPL1>SREK1IP1,+",1
"POLR2G>SOS2,+",1
"RECQL>SOS2,+",1
"RPL13>RPL32,+",1
"SERINC3>TMEM273,+",1
"RPL14>TMEM273,+",1
"POLR2G>TMEM50B,+",1
"KDM2A>A4GALT,+",1
"RIF1>STAT5B,+",1
"SMG1>STAT5B,+",1
"ARID1A>TINAGL1,+",1
"GOLGA2>TINAGL1,+",1
"STX12>RILPL2,+",1
"RPL14>RILPL2,+",1
"RECQL>UBE2Q2,+",1
"MBTPS1>SREK1IP1,+",1
"CREB3L2>PTEN,+",1
"NME4>SREK1IP1,+",1
"SERINC3>SREK1IP1,+",1
"RPL13>RPLP2,+",1
"ARID1A>HNRNPUL1,+",1
"RPL13>RPS6,+",1
"COPS2>LIMCH1,+",1
"CBX3>TTC1,+",1
"HNRNPUL1>TTC1,+",1
"RIF1>TTC1,+",1
"A4GALT>RTN3,+",1
"TMEM273>SERINC3,+",1
"SERINC3>SMC4,+",1
"POLR2G>FAM107B,+",1
"TINAGL1>FCHO2,+",1
"SWAP70>TMEM273,+",1
"AGFG1>SAP30BP,+",1
"ARPC5>TTC1,+",1
"SAT2>SHOC2,+",1
"PEPD>SH3BGRL2,+",1
"TOMM22>SH3BGRL2,-",1
"FBN1>DDX24,+",1
"PEPD>FCHO2,+",1
"STIM2>FCHO2,+",1
"SAT2>FCHO2,+",1
"S100A4>SUGT1,+",1
"S100A4>TTC1,+",1
"SHISA5>CLTC,-",1
"RAB4A>BTG2,+",1
"CCDC88A>COPZ1,+",1
"CSNK2B>COPZ1,+",1
"HPCAL1>COPZ1,+",1
"PEPD>ATP2A2,+",1
"MBNL2>RILPL2,+",1
"CSNK2B>HBP1,+",1
"FBN1>TLE1,+",1
"RNF10>BRWD1,+",1
"CLTC>BRWD1,+",1
"FBN1>RTF1,+",1
"PEPD>TOPORS,+",1
"NET1>TOPORS,+",1
"TMEM273>TOPORS,+",1
"STMP1>TOPORS,+",1
"SH3BGRL2>PBXIP1,+",1
"CLTC>STX12,+",1
"TMEM50B>TOMM22,-",1
"HNRNPUL1>TOMM22,+",1
"MBNL2>TOMM22,-",1
"CSNK2B>TOMM22,+",1
"NDUFS1>KPNB1,+",1
"UBE2Q2>ATP2A2,+",1
"SHISA5>ATP2A2,+",1
"SEM1>TCN2,+",1
"STMP1>S100A4,+",1
"IFNAR2>AKR7A2,+",1
"KPNB1>AKR7A2,+",1
"PSMB3>AKR7A2,+",1
"PSMB9>AKR7A2,+",1
"PSMB3>VPS29,+",1
"TXNDC12>ISLR,+",1
"SHISA5>PTEN,+",1
"AES>SHISA5,+",1
"SEM1>SHISA5,+",1
"FAM107B>NR4A2,+",1
"TMEM50B>CCDC88A,+",1
"SH3BGRL2>TMEM273,+",1
"CLTC>TMEM273,+",1
"SAT2>S100A4,+",1
"SH3BGRL2>TMEM256,-",1
"FCHO2>TCN2,+",1
"NET1>TMEM256,-",1
"SAT2>TMEM256,+",1
"PEPD>HNRNPUL1,+",1
"CREBBP>HNRNPUL1,+",1
"SLTM>NET1,+",1
"CLTC>NET1,+",1
"ASH1L>CNOT4,+",1
"CSNK2B>VASP,+",1
"STMP1>TLK1,+",1
"CBX5>TLK1,+",1
"HNRNPUL1>FAM107B,+",1
"ASH1L>H2AFJ,+",1
"POLK>EMC2,+",1
"TOPORS>LIPA,+",1
"BRWD1>KPNB1,+",1
"FBN1>TTC1,-",1
"RPS26>SMC4,+",1
"POLK>SPAG9,+",1
"HLA-DMA>STAT5B,+",1
"SWAP70>BPTF,+",1
"PSMB3>STX12,+",1
"STAT5B>STX12,+",1
"HLA-C>KDM2A,+",1
"ARID1A>SPAG9,+",1
"STAT5B>LAMA5,+",1
"ASH1L>TTC1,+",1
"POLK>LAMA5,+",1
"TOPORS>GLUD1,+",1
"NME4>GLUD1,+",1
"STMP1>GLUD1,+",1
"PEPD>TFAM,+",1
"CSNK2B>TFAM,+",1
"SPAG9>PSMF1,+",1
"AGFG1>PSMF1,+",1
"NME4>NUDCD1,+",1
"EMC2>DYNC1LI2,+",1
"ZNF652>LIPA,+",1
"HLA-C>CDC37,+",1
"SERPINB6>RTF1,+",1
"SERPINB6>TSC22D3,+",1
"CCDC88A>TSC22D3,+",1
"SPAG9>TSC22D3,+",1
"DAZAP2>ZKSCAN1,+",1
"STAT5B>RAB4A,+",1
"RPS26>RAB4A,+",1
"CREBRF>RAB4A,+",1
"NFAT5>WDR1,+",1
"DAZAP2>TXNDC12,+",1
"PTEN>SMC4,+",1
"TOPORS>TFAM,+",1
"SH3BGRL2>TSPYL2,-",1
"PTEN>TSPYL2,+",1
"TOPORS>MVB12A,+",1
"STMP1>PSMB3,+",1
"PEPD>PSMB3,+",1
"SH3BGRL2>ZNF428,+",1
"CNOT4>ZNF428,+",1
"ASH1L>ZNF428,+",1
"CLTC>FDPS,+",1
"MBNL2>FDPS,+",1
"PEPD>STAT5B,+",1
"STMP1>STAT5B,+",1
"ZNHIT1>CSNK2B,+",1
"HPCAL1>RNF10,+",1
"PEPD>PSMA1,+",1
"BEND7>PRKCSH,+",1
"NME4>MVB12A,+",1
"CLTC>MVB12A,+",1
"NET1>ARID1A,+",1
"HIPK2>NDUFS1,-",1
"POLK>NDUFS1,-",1
"NDUFS1>PDLIM3,+",1
"FCHO2>PDLIM3,+",1
"TMEM273>PDLIM3,+",1
"ASH1L>CREBBP,+",1
"SHISA5>CBX5,-",1
"RNF10>SLC25A11,+",1
"TMEM256>SLC25A11,+",1
"S100A4>SOS1,+",1
"CREBBP>UBE2Q2,+",1
"TCN2>GGT5,+",1
"SH3BGRL2>GGT5,+",1
"COMT>MAGT1,+",1
"LAP3>S100A4,+",1
"RAB4A>RILPL2,+",1
"SEC61G>SP110,+",1
"TXNDC12>ITGA8,+",1
"ELMO1>KNOP1,+",1
"NDFIP1>PTPN14,+",1
"ATP2A2>PTPN14,+",1
"RNF10>NME4,+",1
"SLC39A1>KDM2A,+",1
"KNOP1>UGP2,+",1
"MED13>DAZAP2,+",1
"YWHAE>CSNK1A1,+",1
"POLK>ADCY4,+",1
"CSDE1>PHF20L1,+",1
"CAST>KIF1B,+",1
"SEC61G>KIF1B,+",1
"PTGES3>MEF2D,+",1
"MAP2K2>MEF2D,+",1
"ARL1>HNRNPUL1,+",1
"ARL1>S100A4,+",1
"ELMO1>S100A4,-",1
"EIF3D>HIGD2A,+",1
"MYCBP2>HIGD2A,+",1
"NDFIP1>HIGD2A,+",1
"SMARCE1>ZNF207,+",1
"ELMO1>NET1,+",1
"ARL1>NET1,+",1
"ZNF428>IFNAR2,+",1
"ZNF207>SMARCE1,+",1
"EIF2AK2>CCDC88A,+",1
"SEC63>SHOC2,-",1
"MYCBP2>PRKCSH,+",1
"SLC39A1>QKI,+",1
"ARL1>PLCB1,+",1
"SHISA5>ARID1A,+",1
"SPRY4>MEF2D,+",1
"ZNHIT1>PSMA3-AS1,+",1
"TXNDC12>TRA2A,+",1
"LIPA>NUDCD1,+",1
"MED13>SPAG9,+",1
"SMG1>ASAP1,+",1
"SEC61G>MYCBP2,+",1
"ADCY4>PSMB3,+",1
"PTGES3>MCFD2,+",1
"SH2D3C>NUDCD1,+",1
"APOL3>NUDCD1,+",1
"SERINC3>PSMA3-AS1,+",1
"PTEN>MAP2K2,+",1
"C5orf24>MAP2K2,-",1
"MED13>TMEM256,+",1
"ADCY4>RAB4A,-",1
"TSC22D3>PRKCSH,+",1
"SPRY4>PRKCSH,+",1
"FCHO2>ZNF428,+",1
"SEC61G>ZNF428,+",1
"MCFD2>ZNF428,+",1
"POLK>ARID1A,+",1
"SHISA5>LIPA,+",1
"FCHO2>CPNE3,+",1
"PSMA3-AS1>CPNE3,+",1
"NUDCD1>STK4,+",1
"POLK>CMPK1,+",1
"TXNDC12>HECTD1,+",1
"KPNB1>PPP1R13B,+",1
"PTGES3>PPP1R13B,+",1
"SEC61G>SH2D3C,+",1
"KNOP1>SCFD1,+",1
"GNG11>SCFD1,+",1
"KPNB1>CCDC88A,+",1
"MAP2K2>ALG5,+",1
"KNOP1>ZNF652,+",1
"TMEM273>ZNF652,+",1
"MYCBP2>LAMA5,+",1
"RNF10>TPM1,+",1
"KDELR1>HIST1H4C,+",1
"SLC39A1>PSMA3-AS1,+",1
"ZNF207>PSMA3-AS1,+",1
"CNOT4>PSMA3-AS1,+",1
"S100A4>NR4A2,+",1
"HNRNPUL1>TPM1,+",1
"KNOP1>CNOT4,+",1
"HIST1H4C>TACC1,+",1
"HNRNPUL1>SYF2,+",1
"HIST1H4C>SLC39A1,+",1
"TCN2>ZNF428,+",1
"RAB5C>HSP90AB1,+",1
"ARL1>SLIRP,+",1
"TCN2>C3orf58,+",1
"SEC63>ATP2A2,+",1
"ZNF207>ATP2A2,+",1
"TTC1>ATP2A2,+",1
"ZNF207>DOCK9,+",1
"VPS37B>RASA4,+",1
"KDELR2>NME4,+",1
"ATP5F1A>SAP30BP,+",1
"PHAX>ELMO1,+",1
"ATP5F1A>RILPL2,+",1
"CCT5>RANBP1,+",1
"PHF20L1>RANBP1,+",1
"LIPA>RANBP1,+",1
"RNF10>RANBP1,+",1
"RAB5C>WDR1,+",1
"PHAX>TTC1,+",1
"SAP30BP>TTC1,+",1
"USP1>SMARCE1,+",1
"SAT2>C3orf58,+",1
"MYCBP2>C3orf58,+",1
"CREBRF>SEC63,+",1
"EIF2AK2>POLK,+",1
"ELMO1>VPS29,+",1
"HIST1H4C>WDR1,+",1
"HIST1H4C>RAB5C,+",1
"PSMB1>RAB5C,+",1
"KDELR1>VAT1,+",1
"MYCBP2>PDLIM5,+",1
"ARL1>PDLIM5,+",1
"HIST1H4C>SEM1,+",1
"RNF10>SEM1,+",1
"HNRNPUL1>ARL1,+",1
"RAB5C>EIF3D,+",1
"NME4>EIF3D,+",1
"HNRNPUL1>EIF3D,+",1
"MYCBP2>POLK,+",1
"ZNF207>CCT2,+",1
"ATP2A2>SEC63,+",1
"NDFIP1>AP2M1,+",1
"NME4>CX3CL1,+",1
"ZNF207>CX3CL1,+",1
"TTC1>CX3CL1,+",1
"ELMO1>PRDM2,+",1
"TAOK3>PRDM2,+",1
"ATP2A2>RAB4A,+",1
"ARL1>RAB4A,-",1
"ZNF428>EIF2AK2,+",1
"ARL1>EIF2AK2,+",1
"SLC39A1>EIF2AK2,+",1
"ARL1>NDFIP1,+",1
"S100A4>VPS37B,+",1
"HNRNPUL1>VPS37B,+",1
"ANKRD12>ERGIC2,+",1
"MAGT1>ERGIC2,+",1
"CHSY1>ERGIC2,+",1
"UQCR10>TTC1,+",1
"C1orf123>HIPK2,+",1
"UQCR10>KDM2A,+",1
"DMAC1>KDM2A,+",1
"ATP5F1C>RAB5C,+",1
"ZNF207>C3orf58,+",1
"SYF2>C3orf58,+",1
"SWAP70>CYBA,+",1
"TXNDC12>PPP1R13B,+",1
"TTF1>S100A4,+",1
"ARID1A>SH3BGRL2,+",1
"ADCY4>CCT5,+",1
"C1orf123>CCT5,+",1
"SEC61B>CCT5,+",1
"UQCR10>NUDT4,+",1
"TMEM273>HIPK2,+",1
"STX12>HIPK2,+",1
"SEC61B>RTF1,+",1
"C1orf123>CALCOCO2,+",1
"SEC61B>CYTH1,+",1
"ADCY4>NUDCD1,+",1
"UQCR10>TAOK3,+",1
"ATP5F1C>SP110,+",1
"VPS37B>CCDC186,-",1
"HDAC7>CCDC186,+",1
"SH3BGRL2>NPM1,+",1
"ADCY4>ATP5F1C,+",1
"RAB5C>ATP5F1C,+",1
"SWAP70>HDAC7,+",1
"RAP1B>KPNB1,+",1
"SLIRP>KPNB1,+",1
"ATP5F1C>KPNB1,-",1
"PGRMC2>WDR1,+",1
"ADCY4>TCN2,+",1
"SEC61B>SLIRP,+",1
"PSMB3>KDELR2,+",1
"WDR1>SLC39A1,+",1
"SHOC2>PCGF2,+",1
"C8orf33>ACTR1A,-",1
"GOLGA2>ACTR1A,+",1
"MBTPS1>ACTR1A,+",1
"SLC39A1>OGA,+",1
"TMEM50B>OGA,-",1
"SLC39A1>AHI1,-",1
"PEPD>RECQL,+",1
"EIF3D>RECQL,+",1
"TRA2A>RECQL,+",1
"TMEM50B>HBP1,+",1
"PSMB3>SOD2,+",1
"PEPD>VAT1,-",1
"HIPK2>SMIM37,+",1
"SEC61B>STX12,+",1
"MBTPS1>CMPK1,+",1
"SLC39A1>PRKCSH,+",1
"TMEM273>PRKCSH,+",1
"TRA2A>HIPK2,+",1
"GLG1>CDC42SE2,+",1
"LAMA5>PTEN,+",1
"PTEN>TTF1,+",1
"PTEN>LAMA5,+",1
"CCDC186>RILPL2,+",1
"SWAP70>RILPL2,+",1
"PSMB3>TXNDC12,+",1
"RPSA>TXNDC12,+",1
"RECQL>SHOC2,+",1
"RAP1B>STX12,+",1
"SH3BGRL2>PPP1R13B,+",1
"ADCY4>PPP1R13B,+",1
"CSDE1>ERGIC2,+",1
"ELMO1>SHISA5,+",1
"MAP2K2>C5orf24,-",1
"SPAG9>C5orf24,+",1
"SCFD1>TCN2,+",1
"SEC61G>IFNAR2,+",1
"LIPA>KPNB1,+",1
"SMG1>ITSN2,+",1
"MED13>SHISA5,+",1
"HNRNPR>PSMB5,+",1
"C5orf24>SHISA5,+",1
"ANKRD12>SHISA5,+",1
"PSMB3>KDM2A,+",1
"MED13>KDM2A,+",1
"KDM2A>TSC22D3,+",1
"TMEM9B>TSC22D3,+",1
"MED13>ELMO1,+",1
"MCFD2>TXNDC12,+",1
"GNG11>MAGT1,+",1
"MCFD2>MAGT1,-",1
"PTGES3>H2AFJ,+",1
"SHISA5>H2AFJ,+",1
"TXNDC12>TNFAIP1,+",1
"FCHO2>TNFAIP1,+",1
"CMPK1>POLK,+",1
"FCHO2>POLK,+",1
"SPRY4>GOLGA2,+",1
"PSMA3-AS1>SHOC2,+",1
"LAP3>UBE2Q2,+",1
"SEC61G>UBE2Q2,+",1
"SHISA5>PPP4R3A,+",1
"MED13>NF1,+",1
"PTGES3>SEC61G,+",1
"ZNF207>CHSY1,+",1
"TXNDC12>SIGIRR,+",1
"RAP1B>LAP3,+",1
"COX7A2>UQCR10,+",1
"CCDC186>PSMB5,+",1
"ATP5F1C>PSMB5,+",1
"CCDC186>C1orf123,+",1
"YWHAE>TMEM50B,+",1
"TXNDC12>EGLN1,+",1
"KLHL5>EGLN1,+",1
"SWAP70>LIPA,+",1
"EGLN1>KLHL5,+",1
"SH3BGRL2>CCDC68,+",1
"TSC22D3>VAT1,+",1
"EGLN1>VAT1,+",1
"VPS37B>VAT1,-",1
"TSC22D3>HNRNPUL1,+",1
"CCDC68>HNRNPUL1,+",1
"C1orf123>GOLGA2,+",1
"HDAC7>ADCY4,+",1
"TSC22D3>COPS2,+",1
"SNHG7>COPS2,+",1
"UQCR10>COPS2,+",1
"ATP5F1C>COPS2,+",1
"RECQL>CCDC88A,+",1
"RPSA>SYF2,+",1
"RPSA>HIGD2A,+",1
"TXNDC12>C5orf24,-",1
"TCN2>C5orf24,+",1
"CCDC186>ERGIC2,+",1
"PSMB3>STAT5B,+",1
"SF3A3>PGRMC2,+",1
"SWAP70>PGRMC2,+",1
"ZNF207>ADCY4,+",1
"PHAX>SMARCE1,+",1
"SLTM>LIPA,+",1
"SRP72>C3orf58,+",1
"PRKAA1>PSMA3-AS1,-",1
"PBXIP1>XRN2,+",1
"PSMC4>XRN2,+",1
"SLC12A2>XRN2,+",1
"PSMA1>XRN2,+",1
"NRN1>XRN2,+",1
"PBXIP1>METAP2,+",1
"STX12>PSMA3-AS1,+",1
"SLC12A2>ZKSCAN1,+",1
"ELMO1>USP36,+",1
"NDUFA2>USP36,+",1
"GABARAPL1>USP36,+",1
"SMARCE1>TMEM273,+",1
"PRKAA1>FGD5-AS1,+",1
"PSMC4>POLK,+",1
"CYTH1>PEPD,-",1
"PSMC4>LAMA5,+",1
"SLC12A2>LAMA5,+",1
"NDUFA2>LAMA5,+",1
"KDM2A>RTF1,+",1
"ZC3H14>AMOTL1,+",1
"ZNF428>SP3,+",1
"ARID5A>PRKAA1,+",1
"LIPA>PRKAA1,+",1
"PREX2>PRKAA1,+",1
"STX12>PSMD13,+",1
"SLIRP>PSMD13,+",1
"PPP4R3A>PSMD13,+",1
"SLTM>PNRC2,+",1
"PSMD13>SYF2,+",1
"KDM2A>XPO1,+",1
"CYTH1>ASAP1,+",1
"CNOT4>POLK,+",1
"ELMO1>SLTM,+",1
"GOLGA2>TAOK3,+",1
"HADHA>ALG5,+",1
"STAT5B>TMEM256,+",1
"PSMD13>TMEM256,+",1
"ELMO1>NRN1,+",1
"PTEN>SHOC2,+",1
"ARID5A>SHOC2,+",1
"PRKAA1>ALG5,-",1
"SAT2>TTC1,-",1
"KDM2A>SLTM,+",1
"STX12>COPS2,+",1
"KDM2A>SMARCE1,+",1
"TXNDC12>SMARCE1,-",1
"TXNDC12>AKAP9,+",1
"SAT2>RNF10,+",1
"PSMC4>GABARAPL1,-",1
"COPS2>ERC1,+",1
"GABARAPL1>CYTH1,+",1
"KDM2A>NRARP,+",1
"PRKAA1>ARID5A,+",1
"GABARAPL1>LIPA,+",1
"PSMC4>LIPA,+",1
"MED13>LIPA,-",1
"STX12>RICTOR,+",1
"SLC12A2>NDUFS1,+",1
"TMEM256>NDUFS1,+",1
"ZC3H14>NDUFS1,-",1
"LAMA5>MVB12A,-",1
"RNF10>PSMC4,+",1
"PEPD>PREX2,+",1
"PSMC4>PPP4R3A,+",1
"SP3>SLTM,+",1
"PSMC4>SLTM,+",1
"PSMD13>ASAP1,+",1
"SHISA5>ASAP1,+",1
"SP3>PSMA1,+",1
"PPM1G>CLTB,+",1
"ABCC4>UBE2Q2,+",1
"TGFB1>PPM1G,+",1
"ELMO1>PPM1G,+",1
"ARID1A>SLTM,+",1
"PBXIP1>TXNDC12,+",1
"RNF10>KNOP1,+",1
"UBE2Q2>RNF10,+",1
"PRKAA1>PSMA1,+",1
"DNAJC21>PRDM2,+",1
"HIPK2>TES,-",1
"DDX52>TES,+",1
"PBXIP1>TES,+",1
"MAP2K2>TES,+",1
"ZBTB38>SPCS1,+",1
"ABCC4>TAOK3,+",1
"SHISA5>TAOK3,-",1
"CALCOCO2>TCEAL4,+",1
"ELAVL1>DDX52,-",1
"POLR2E>DDX52,+",1
"CLTC>DDX52,+",1
"DNAJC21>DDX52,-",1
"ABCC4>DDX52,+",1
"ACBD3>DDX52,+",1
"CALCOCO2>PPP4R3A,+",1
"GLG1>PPP4R3A,+",1
"USF2>PNN,+",1
"BEX4>SHOC2,+",1
"C11orf58>BAZ1B,+",1
"CLTC>RTF1,+",1
"ACBD3>COMT,+",1
"PRDM2>COMT,+",1
"VPS37B>TTC1,+",1
"NOL7>USF2,+",1
"TXNDC12>ELMO1,+",1
"LIPA>TFAM,-",1
"ERC1>MBTPS1,+",1
"PEPD>MBTPS1,+",1
"SARAF>MBTPS1,+",1
"PSMC4>MBTPS1,+",1
"RFC1>BRK1,+",1
"ARID5A>NR4A2,+",1
"STAT5B>NR4A2,+",1
"KDM2A>NR4A2,+",1
"CNOT4>HADHA,+",1
"ARID5A>PPP3CA,+",1
"MED13>RILPL2,+",1
"LIPA>RFC1,+",1
"ZC3H14>SLC12A2,-",1
"PSMA1>TFAM,+",1
"ZC3H14>TFAM,+",1
"SHISA5>TTF1,+",1
"UBE2Q2>VPS37B,+",1
"PBXIP1>TCN2,+",1
"HIPK2>TCN2,+",1
"IFNAR2>TDG,+",1
"GLG1>SYF2,+",1
"TDG>LIPA,+",1
"LIPA>CLTC,+",1
"TDG>IFNAR2,+",1
"VPS37B>IFNAR2,+",1
"ELMO1>SLIRP,+",1
"ELAVL1>SLIRP,+",1
"PPM1G>SLIRP,+",1
"TGFB1>SLIRP,+",1
"TERF2IP>TTF1,+",1
"RILPL2>TSR3,+",1
"ELMO1>TMEM50B,+",1
"AMOTL1>TMEM50B,+",1
"PKM>YME1L1,+",1
"LIPA>ZBTB7A,+",1
"CCDC88A>ASAP1,+",1
