,ERG
"EIF4A1>TCF25,+",1
"DHX9>CCT7,+",1
"ENSA>EIF3G,+",1
"HIST1H1D>PSMB5,+",1
"KDM2A>PSMB5,+",1
"ZNHIT1>PSMB5,+",1
"EIF3G>EIF1B,+",1
"HIST1H1D>NAMPT,+",1
"COX6C>ENO1,+",1
"COX14>FAM177A1,+",1
"ZNHIT1>RBMX,+",1
"ATP6V0E1>WDR45B,+",1
"KANSL1>WDR45B,+",1
"CANX>WDR45B,+",1
"ENSA>EIF3F,+",1
"RPL4>EIF3F,+",1
"SAP18>KANSL1,+",1
"KANSL1>PIK3C2A,+",1
"SPPL2A>NUCB1,+",1
"GHITM>NUCB1,+",1
"POLR1D>TBC1D15,+",1
"GHITM>TBC1D15,+",1
"DPYSL2>AK2,+",1
"PPP1R14B>AK2,+",1
"YME1L1>INTS6,+",1
"SCP2>PKM,+",1
"BAZ1B>SAP18,+",1
"COX7B>SAP18,+",1
"BAZ1B>SNRPB,+",1
"PPDPF>SNRPB,+",1
"KDELR1>SNRPB,+",1
"COX5B>SPPL2A,+",1
"BAZ1B>MATN2,+",1
"ENO1>MATN2,+",1
"COX5B>MATN2,+",1
"SKI>CLTA,+",1
"TPR>MRPL33,+",1
"GHITM>KDM2A,+",1
"GHITM>H1FX,+",1
"PKM>COX7B,+",1
"AP2B1>TBC1D15,+",1
"HLA-C>PSMA7,+",1
"EIF3G>GINM1,+",1
"ERG>HMGN3,+",1
"YWHAQ>SNRNP200,+",1
"CANX>SMAD1,+",1
"AP2B1>RSBN1L,+",1
"B2M>HLA-A,+",1
"PSMB5>TMEM219,+",1
"RTL8C>CCDC186,+",1
"RBMX>HOXB4,+",1
"RTL8C>HOXB4,+",1
"RALBP1>HOXB4,+",1
"AP2B1>SNRNP200,+",1
"CCT7>ACP1,+",1
"MXD4>C8orf33,+",1
"NDUFB7>ACP1,+",1
"RALBP1>VPS36,+",1
"PSMB5>TM2D1,+",1
"ACTN4>CALCOCO2,+",1
"NDUFB9>SERINC1,+",1
"SF3B6>CIR1,+",1
"RTF2>VASP,+",1
"SPCS2>TAF10,+",1
"CCT7>TAF10,+",1
"RALBP1>ATP6V1G1,+",1
"RBMX>HNRNPM,+",1
"KMT2A>TM7SF3,+",1
"SPCS2>SUCLG1,+",1
"NDUFB7>CCT7,+",1
"RTL8C>MRPS34,+",1
"NDUFB9>MRPS34,+",1
"NDUFB7>NDUFC1,+",1
"NDUFB7>PTPRA,+",1
"AP2B1>PDLIM5,+",1
"TSC22D3>PDLIM5,+",1
"NDUFB7>NEDD8,+",1
"CANX>NEDD8,+",1
"CCDC186>RTL8C,+",1
"HOXB4>RTL8C,+",1
"PSMB5>IK,+",1
"ACTN4>TPR,+",1
"TMEM219>SBDS,+",1
"RPN1>NDUFB9,+",1
"ACTN4>STIM2,+",1
"NDUFB9>RPN1,+",1
"RALBP1>ENO1,+",1
"SH3BGRL3>RNF7,+",1
"TM2D1>TAF10,+",1
"NDUFB7>TAF10,+",1
"AP2B1>CD109,+",1
"PTPRA>ARPC3,+",1
"ANXA5>C14orf119,+",1
"TMEM109>MTPN,+",1
"PINK1>PSMB5,+",1
"NDUFA12>PSMB5,+",1
"CCT7>ZNF22,+",1
"MXD4>ZNF22,+",1
"PDAP1>ZNF22,+",1
"PSMD8>ISCU,+",1
"ANXA5>TCEAL3,+",1
"COPS2>DAZAP1,+",1
"NDUFA12>PTPRA,+",1
"NRN1>PTP4A2,+",1
"NDUFA12>PYURF,+",1
"GATA2>DNAJB6,+",1
"HLA-F>TUT7,+",1
"C8orf33>TUT7,+",1
"PTP4A2>PIK3R3,+",1
"TPR>RTCB,+",1
"MXD4>RTCB,+",1
"TCEAL3>C14orf119,+",1
"ISCU>CLTB,+",1
"FAM177A1>CD109,+",1
"TPR>CLTB,+",1
"CANX>NFIA,+",1
"CCT7>QSOX1,+",1
"CCT7>MTCH1,+",1
"SH3BGRL3>MTCH1,+",1
"ENO1>H1FX,+",1
"NDUFB7>H1FX,+",1
"LAMTOR1>DNAJC8,+",1
"PTP4A2>CSDE1,+",1
"ARF1>CSDE1,+",1
"NBDY>HEXB,+",1
"GATA2>PDAP1,+",1
"COPS2>TMEM109,+",1
"PTP4A2>PSMD8,+",1
"PTPRA>PSMD8,+",1
"PTPRA>SELENOM,+",1
"AP2B1>GTF2A2,+",1
"PTP4A2>GATA2,+",1
"TPR>NBDY,+",1
"GATA2>CLTB,+",1
"TPR>SKI,+",1
"TSC22D3>SKI,+",1
"RTF2>TCEAL8,+",1
"DNAJB14>DNAJC15,+",1
"PCMTD1>CMPK1,+",1
"MAP3K3>RHOJ,+",1
"FOXP1>PLCB4,+",1
"FAM177A1>NOL8,+",1
"MED13>NOL8,+",1
"PDIA4>PLEKHO1,+",1
"SNRPG>ERG,+",1
"NDUFB7>TTC1,+",1
"MRPS34>TTC1,+",1
"LUC7L3>TTC1,+",1
"COX8A>PTPRA,+",1
"P4HB>RPN1,+",1
"TCEAL8>RAB5C,+",1
"LY96>NDUFB9,+",1
"NAPRT>CTSZ,+",1
"MED13>PICALM,+",1
"EIF4A1>TM9SF3,+",1
"YWHAB>PSMB5,+",1
"PDLIM1>NIPBL,+",1
"PLCB4>CMPK1,+",1
"MAP3K3>DNAJC15,+",1
"YWHAB>ELF2,+",1
"ATP6V0E1>PAIP2,+",1
"TSC22D3>CEP350,+",1
"PLCB4>PSMA3,-",1
"AKAP9>PSMA3,+",1
"FLNA>DOCK6,+",1
"DNAJB14>DOCK6,+",1
"FAM177A1>TMBIM1,+",1
"SWAP70>TMBIM1,+",1
"PSMD8>TMBIM1,+",1
"BNIP3L>FOXP1,+",1
"PDLIM5>MYC,+",1
"SPCS3>PCMTD1,+",1
"MAP3K3>IFNGR1,+",1
"DNAJC3>IFNGR1,+",1
"DOCK6>PKM,+",1
"SPCS3>EIF3F,+",1
"FOXP1>PIK3R3,+",1
"GNB1>PIK3R3,+",1
"PDLIM5>SWAP70,+",1
"DOCK6>MATN2,+",1
"LY96>ELF2,+",1
"PARK7>MRPS34,+",1
"NDUFB9>TCEAL8,+",1
"LY96>SETD5,-",1
"CCT7>RNF181,+",1
"TCEAL8>RNF181,+",1
"PARK7>PARP9,+",1
"MRPS34>HNRNPR,+",1
"HMGB1>HNRNPR,+",1
"YWHAB>ZC3H13,+",1
"YWHAB>SMAD1,+",1
"TRAM1>SMAD1,+",1
"NDUFB9>TMEM167A,+",1
"GSDMD>TMEM167A,+",1
"PTPRA>GON4L,+",1
"BZW1>GON4L,+",1
"LY96>DOCK6,+",1
"TRAM1>DOCK6,+",1
"LUC7L3>PLEKHA3,+",1
"TCEAL8>PLEKHA3,+",1
"CCT7>HNRNPD,+",1
"ACTN4>TSC22D3,+",1
"TM2D1>TCEAL8,+",1
"MRPS34>RNF181,+",1
"MRPS34>RBMX,+",1
"PTPRA>ACP1,+",1
"PARK7>RBMX,+",1
"P4HB>ACP1,+",1
"PARK7>POLK,+",1
"DYNLT1>GSDMD,+",1
"PTPRA>LY96,+",1
"LUC7L3>LY96,+",1
"PARP9>DYNLT1,+",1
"MRPS34>DYNLT1,+",1
"NDUFB9>DYNLT1,+",1
"LY96>SEMA6B,+",1
"LY96>G3BP1,+",1
"PTPRA>G3BP1,+",1
"TMEM59>ARL2,+",1
"BZW1>ARL2,+",1
"MRPS34>GHITM,+",1
"PARK7>TCF25,+",1
"FAM167B>IL3RA,+",1
"TCEAL8>FAM167B,+",1
"TCEAL8>NAPRT,+",1
"LUC7L3>SF3B6,+",1
"GATA2>C8orf33,+",1
"RAP1B>CHSY1,+",1
"CD151>CEP350,+",1
"PSMB5>ISCU,+",1
"COX8A>GABARAPL1,+",1
"MCTP1>RTF2,+",1
"PKM>ITGB1BP1,+",1
"PSMB5>JTB,+",1
"PKM>C19orf70,+",1
"NEU1>C19orf70,+",1
"COPS2>CTSA,+",1
"C19orf70>CTSA,+",1
"MED13>CD40,+",1
"CD40>MED13,+",1
"ADD1>UBE2Z,+",1
"UQCRQ>CBX3,+",1
"KANSL1>CBX3,+",1
"COPS2>SERINC1,+",1
"NEU1>PTPRA,-",1
"CHMP3>HDGF,+",1
"NEU1>HDGF,+",1
"MTCH1>CRK,+",1
"PSMB5>CRK,+",1
"PKM>CRK,+",1
"KANSL1>GABARAPL1,+",1
"ILF3>GABARAPL1,+",1
"JTB>ARPC1B,+",1
"CD40>MAP3K3,+",1
"NDUFAF3>PSMA3-AS1,-",1
"CHMP3>ERG,+",1
"KANSL1>KDM2A,+",1
"CBX3>KANSL1,+",1
"C19orf70>KANSL1,+",1
"CTSA>NDUFB9,-",1
"LSM4>PSMB5,+",1
"CBX3>HNRNPDL,+",1
"RTF2>GMPR2,+",1
"TPR>BNIP3L,+",1
"RTF2>BNIP3L,+",1
"NDUFB9>TTC1,+",1
"RTF2>TTC1,+",1
"CTSA>ARL2,+",1
"ERG>DNTTIP2,+",1
"JTB>PSMD8,+",1
"UQCRQ>PSMD8,+",1
"ARL2>SF3B6,+",1
"COX8A>SF3B6,+",1
"UQCRQ>TCEAL8,+",1
"AP2B1>TCEAL8,+",1
"RTF2>MTCH1,+",1
"NDUFB9>GLRX5,+",1
"C19orf70>ERG,+",1
"CD109>MRPL33,+",1
"XRCC5>RSRP1,+",1
"SF3B6>CTSZ,+",1
"GRN>MRPS34,+",1
"MGST3>MRPS34,+",1
"BANF1>ATP5MF,+",1
"SKI>TCEAL8,+",1
"LAPTM4B>MAP4,+",1
"GRN>KRTCAP2,+",1
"TTC1>KRTCAP2,+",1
"PLSCR1>KRTCAP2,+",1
"PIK3C2A>KRTCAP2,+",1
"VPS13C>PSMA3,+",1
"PTTG1IP>PSMA3,+",1
"ARPC2>C19orf70,+",1
"TAF10>C19orf70,+",1
"ANXA5>C19orf70,+",1
"NUCB1>SKIL,+",1
"NDUFB5>WAC,+",1
"UQCRQ>TRAM1,+",1
"TCF25>COPS2,+",1
"NDUFB5>NSA2,+",1
"LSM4>COPS2,+",1
"RTF2>COPS2,+",1
"GLRX5>TKT,+",1
"COX8A>TKT,+",1
"RTF2>MCTP1,+",1
"MCTP1>NDRG2,-",1
"COPS2>LSM4,+",1
"CHMP3>LSM4,+",1
"CD151>TSPAN14,+",1
"TKT>TSPAN14,+",1
"HDGF>TSPAN14,+",1
"BNIP3L>SSU72,+",1
"RPN1>PLEKHA3,+",1
"HDGF>PLEKHA3,-",1
"ILF3>RPN1,+",1
"COX8A>RPN1,+",1
"CHMP3>MFNG,+",1
"SELENOM>ARL4A,+",1
"SERINC1>ARL4A,+",1
"SLC25A3>KHDRBS1,+",1
"TKT>KHDRBS1,+",1
"MFNG>TKT,+",1
"PINK1>NAPRT,+",1
"WAC>RPAIN,+",1
"PTPRA>SUCLG1,+",1
"NBDY>SUCLG1,+",1
"NDUFA12>NDUFB8,+",1
"NDUFAF3>TTC1,+",1
"ZNHIT1>PSMA3,+",1
"TSR3>AP2B1,+",1
"PCNP>AP2B1,+",1
"NDUFB7>AP2B1,+",1
"SNRNP200>TSR3,+",1
"SRP72>SMC3,+",1
"SLC25A3>PSMD8,+",1
"CITED2>PIM3,+",1
"ISCU>PIM3,+",1
"TKT>SRP72,+",1
"DCTN3>SRP72,+",1
"NME1>SRP72,+",1
"ZNHIT1>OS9,+",1
"NHP2>PSMB3,+",1
"CAV2>NAPRT,+",1
"PTPRA>NAPRT,+",1
"TKT>CITED2,+",1
"PTPRA>COPS2,+",1
"PTP4A2>PAFAH1B2,+",1
"DBNL>PAFAH1B2,+",1
"SMAD1>MXD4,+",1
"NBDY>MXD4,+",1
"WAC>OAZ1,+",1
"ANXA5>OAZ1,+",1
"GTF2A2>DBNL,+",1
"RPN2>DBNL,+",1
"RAP1B>NRN1,+",1
"TMEM109>KIAA1109,+",1
"PSMD8>KIAA1109,-",1
"NRN1>GAS6,+",1
"PINK1>PTTG1IP,+",1
"COPS2>KDM2A,+",1
"PTP4A2>NDUFB5,+",1
"HMGN1>UQCRH,+",1
"COPS2>STRAP,-",1
"CCT7>STRAP,+",1
"PTPRA>STRAP,+",1
"NDUFB7>ZNF207,+",1
"ALG5>CITED2,-",1
"TIMMDC1>TMEM43,+",1
"DCTN3>TES,+",1
"SUPT4H1>TES,+",1
"CITED2>PAIP2,+",1
"KHDRBS1>LAMTOR1,+",1
"SNRNP200>NDRG2,+",1
"ISCU>NDRG2,+",1
"SNX17>SKI,+",1
"OS9>HPCAL1,+",1
"SNX17>HPCAL1,+",1
"ZNHIT1>HPCAL1,+",1
"ATXN7L3B>HPCAL1,+",1
"SELENOM>NDUFAF3,+",1
"NDUFAF3>TSPAN4,+",1
"SETD5>POLK,+",1
"NME1>POLK,-",1
"SNRNP200>RSBN1L,+",1
"SSU72>RSBN1L,+",1
"OS9>CACYBP,+",1
"VDAC2>CACYBP,+",1
"SLC25A3>CACYBP,+",1
"SNRNP200>TES,+",1
"CITED2>RNF7,+",1
"ATXN7L3B>NUDCD1,+",1
"OS9>SUCLG1,+",1
"VDAC2>SUPT4H1,+",1
"AK2>SUPT4H1,+",1
"ATXN7L3B>SUPT4H1,+",1
"MTDH>ARHGDIA,+",1
"SNX17>ARHGDIA,+",1
"SETD5>ALG5,+",1
"SLC25A3>ALG5,+",1
"ATXN7L3B>ALG5,-",1
"MFNG>SETD5,+",1
"EDIL3>KDM6B,+",1
"SETD5>SNRNP200,+",1
"SETD5>SSU72,+",1
"NME1>SSU72,+",1
"CITED2>PCBP1,+",1
"SMC3>PCBP1,+",1
"ENSA>ZNHIT1,+",1
"SSU72>TFAM,+",1
"SRP72>PPP1R14B,+",1
"ALG5>SUCLG1,+",1
"MED13>CEP350,+",1
"VPS13C>CEP350,+",1
"EIF3K>RTF2,+",1
"VPS28>HDGF,+",1
"DCTN3>VCAM1,+",1
"GRN>POLR1D,-",1
"C8orf33>CHCHD1,+",1
"VPS28>OLFM1,+",1
"HADHA>PSMC3,+",1
"ATP5PO>PSMC3,+",1
"LPP>RPN2,+",1
"SURF4>RPN2,+",1
"DCTN3>HADHA,+",1
"SIVA1>C8orf33,+",1
"LAMTOR1>VPS36,+",1
"RPN2>FGD5-AS1,+",1
"ARHGAP23>ERG,+",1
"NDUFB7>FAM177A1,+",1
"SKI>TAX1BP1,+",1
"ESD>ENO1,+",1
"NDUFB7>TCEAL3,+",1
"PSMB5>TCEAL3,+",1
"POLK>NCKAP1,+",1
"TXNDC17>MRPS34,+",1
"VPS28>VCAM1,+",1
"PSMA3>SF3B6,+",1
"VPS28>SF3B6,+",1
"VPS28>SUMF2,+",1
"SUMF2>MFNG,+",1
"SIVA1>MFNG,+",1
"SURF4>SIVA1,+",1
"SUPT4H1>UBE2I,+",1
"ATP5PO>POLE4,+",1
"SURF4>POLE4,+",1
"ATP5PO>FOXP1,+",1
"RPN2>FOXP1,+",1
"NIPBL>FOXP1,+",1
"SUPT4H1>FOXP1,+",1
"VCAM1>DCTN3,+",1
"NIPBL>PAFAH1B2,+",1
"HLA-C>PAFAH1B2,+",1
"SURF4>GHITM,+",1
"SIVA1>LGALS3,+",1
"SUPT4H1>HMGN3,+",1
"GHITM>CNBP,+",1
"SIVA1>CNBP,+",1
"NUCB1>SCP2,+",1
"TCEAL3>PSMA3,+",1
"ERG>TSR3,+",1
"RPN1>TSR3,+",1
"SKI>ARHGAP23,+",1
"NDUFB7>PSMD8,+",1
"ARHGAP23>PBRM1,+",1
"FAM177A1>PBRM1,+",1
"RPN1>CCT7,-",1
"ARHGAP23>SKI,+",1
"PARK7>SKI,+",1
"PAFAH1B2>CDH5,+",1
"SKI>CDH5,+",1
"PSMA7>CDH5,+",1
"WDR45B>RAI14,-",1
"IFITM3>SELENOM,+",1
"TPR>LAMTOR4,+",1
"SKI>STAU1,-",1
"POLK>C19orf70,+",1
"RTCB>C19orf70,+",1
"CTSL>TXNDC17,+",1
"FAM177A1>TXNDC17,+",1
"TRIP11>TXNDC17,+",1
"FOXP1>ARL2,+",1
"NDUFB7>ARHGAP23,+",1
"RAI14>NFIC,+",1
"NDUFB7>TSR3,+",1
"CTSL>NDUFB7,+",1
"WDR45B>POLK,-",1
"C19orf70>POLK,+",1
"FOXP1>FKBP8,+",1
"TCEAL3>TCF25,+",1
"PSMB5>EIF4A1,+",1
"LAMTOR1>CTSA,+",1
"FAM177A1>NOP58,+",1
"FAM89A>NAPRT,+",1
"ARHGAP23>NAPRT,+",1
"PSMD8>NAPRT,+",1
"TPR>UBE2E3,+",1
"WDR45B>FAM89A,+",1
"SKI>SPPL2A,-",1
"RTCB>TTC1,+",1
"AP2B1>TTC1,+",1
"METTL9>TTC1,+",1
"MRPS34>C8orf59,+",1
"TCEAL3>C8orf59,+",1
"ESD>UQCRH,+",1
"SUPT4H1>UBXN1,+",1
"CTSL>PSMA3,+",1
"NUCB1>TCEAL9,+",1
"PYURF>CHMP3,+",1
"PPP1R14B>EIF4A1,+",1
"NDUFA4>DNAJB14,+",1
"GHITM>CTSB,+",1
"C19orf70>P4HB,+",1
"C8orf59>PSMA3,+",1
"GOSR1>PSMA3,+",1
"PSMB5>PSMA3,+",1
"PNISR>TTC1,+",1
"GHITM>HPCAL1,+",1
"C19orf70>HPCAL1,+",1
"DNAJB14>HPCAL1,+",1
"C8orf59>HPCAL1,+",1
"CTSB>MED13,+",1
"PYURF>NBDY,+",1
"S100A11>NBDY,+",1
"MRPL33>PSMB2,+",1
"OAZ1>PSMB2,+",1
"GHITM>PSMB2,+",1
"MFNG>PSMC4,-",1
"CHCHD1>EIF4A1,+",1
"C8orf59>NME1,+",1
"CHMP3>PSMC4,+",1
"C19orf70>TPM1,+",1
"DNAJB14>TCEAL8,+",1
"HDGFL3>PSMB5,+",1
"DUSP23>SIVA1,+",1
"TCEAL8>GOSR1,+",1
"SF3B6>GOSR1,+",1
"PYURF>TMEM14C,+",1
"GHITM>ARPC1B,+",1
"PYURF>MCMBP,+",1
"GHITM>MCMBP,+",1
"GHITM>PSMD8,+",1
"HDGFL3>PSMD8,+",1
"ERG>UBE2E3,+",1
"GHITM>UBE2E3,+",1
"SIVA1>PSMB3,+",1
"C19orf70>RPN2,+",1
"NDUFA4>PNISR,+",1
"S100A11>UBXN1,+",1
"TSC22D3>WDR45B,+",1
"PTPRA>WDR45B,+",1
"DPYSL2>PSMC4,+",1
"TCEAL8>DDB1,+",1
"GRN>TCEAL9,+",1
"P4HB>EMC3,+",1
"DCTN3>ERG,+",1
"HIST1H4C>OS9,+",1
"VPS28>ATP5MG,+",1
"NIPBL>ATP5MG,+",1
"SIVA1>HIST1H4C,+",1
"DCTN3>PAIP2,+",1
"MRPS34>PAIP2,+",1
"ATP5PO>SUPT4H1,+",1
"SIVA1>SUPT4H1,+",1
"HIST1H4C>KDELR1,+",1
"VPS28>DPY30,+",1
"C8orf33>TTC1,+",1
"VCAM1>PPP2R5E,+",1
"SURF4>PPP2R5E,+",1
"ARL2>PPP2R5E,+",1
"SIVA1>ACKR1,+",1
"SIVA1>BNIP3L,+",1
"HADHA>BNIP3L,-",1
"MAP4>CD109,+",1
"SIVA1>ERG,+",1
"C8orf59>GFOD2,+",1
"PDIA6>WWTR1,+",1
"GOSR1>MRPL47,+",1
"C19orf70>IL3RA,+",1
"CHCHD1>NEDD8,+",1
"HDGFL3>PTPRA,+",1
"PYURF>ARHGDIA,+",1
"CD151>ARHGDIA,+",1
"PKM>ARHGDIA,+",1
"MED13>ARHGDIA,+",1
"MRPL33>ATP5MC3,+",1
"MCMBP>NDUFB7,+",1
"C19orf70>NDUFB7,+",1
"TCEAL8>CHCHD1,+",1
"CTSB>TSC22D3,+",1
"C8orf59>FAM110D,+",1
"HDGFL3>MFNG,+",1
"DNAJB14>MRPS34,+",1
"PYURF>MRPL47,+",1
"CHMP3>MRPL47,+",1
"MED13>MRPL47,+",1
"HDGFL3>MRPL47,+",1
"TXNDC17>CTSL,+",1
"ESD>PAFAH1B2,+",1
"TSC22D3>DNAJB14,+",1
"SMG1>MCAM,+",1
"SYNGR2>PPP1R14B,+",1
"SYNGR2>SNRPD1,+",1
"RNF181>SNRPD1,+",1
"SMG1>SNRPD1,+",1
"HOXB3>MCAM,+",1
"RPS29>MCAM,+",1
"NASP>MCAM,+",1
"C19orf70>MCAM,+",1
"RNF181>MCAM,-",1
"IFITM2>ATP6V0E1,+",1
"NDUFB7>PAFAH1B2,+",1
"PCDH17>C19orf70,-",1
"IFITM2>SELENOM,+",1
"SYNGR2>FAM177A1,+",1
"TNFRSF1A>TMEM255B,+",1
"RPS15>FAM167B,+",1
"MATN2>CTSD,+",1
"SNRPD1>SMG1,+",1
"FAM167B>SMG1,+",1
"RHOJ>DDX46,+",1
"SDCBP>CD151,+",1
"RPL8>ZFP36L1,+",1
"RNF181>SYNGR2,+",1
"MT-ND1>LPP,+",1
"ARL2>NUDCD1,+",1
"FLOT1>NRGN,+",1
"PPP1R14B>CTSZ,+",1
"ATP5MC3>CTSC,+",1
"EIF2S3>ATXN7L3B,+",1
"RPS24>RPS4X,+",1
"RPN2>RALBP1,+",1
"PTPRA>EIF2S3,+",1
"ATXN7L3B>EIF2S3,+",1
"FLOT1>UBE2E3,+",1
"UFC1>SERINC1,+",1
"TNFRSF1A>ERG,+",1
"RPS15>ERG,+",1
"RPS14>TNFRSF1A,+",1
"NASP>OS9,+",1
"HOXB3>MATN2,+",1
"NASP>MATN2,+",1
"RPS29>LPP,+",1
"PDIA3>LPP,+",1
"CTSD>DDX46,+",1
"ERG>DDX46,+",1
"SYNGR2>RNF181,+",1
"FAM177A1>SYF2,+",1
"FAM177A1>NUDCD1,-",1
"PLCB4>HIST1H1D,+",1
"MAP3K3>HIST1H1D,+",1
"TCEAL8>STAU1,+",1
"SWAP70>STAU1,+",1
"TCEAL8>PDLIM5,+",1
"NUCB1>PDLIM5,+",1
"PDIA4>ENSA,+",1
"DNAJB14>ENSA,+",1
"DNAJC3>KDM2A,+",1
"FOXP1>KDM2A,+",1
"GNG12>TMEM43,+",1
"SWAP70>CAV2,+",1
"FLNA>DNAJC3,+",1
"DNAJB14>DNAJC3,+",1
"C8orf33>TSHZ2,-",1
"PLCB4>HSPA2,+",1
"SPCS3>HSPA2,+",1
"RSRP1>PSMD8,+",1
"PDLIM5>NUDCD1,+",1
"FOXP1>POLK,+",1
"SMG1>RNF181,-",1
"TCEAL3>POLK,+",1
"CTSD>PSMA3-AS1,+",1
"SMG1>PSMD7,+",1
"C19orf70>RALBP1,+",1
"FAM167B>ACKR1,+",1
"FAM167B>PCDH17,+",1
"WSB1>TPR,+",1
"DNAJB14>AKAP9,+",1
"B2M>ATP6V0E1,+",1
"MAP3K3>MRPL33,+",1
"DNAJB14>PDIA4,+",1
"FLNA>PDIA4,+",1
"FAM177A1>C8orf33,+",1
"TSHZ2>C8orf33,-",1
"DNAJC3>C8orf33,+",1
"PDLIM5>SETD5,+",1
"DNAJB14>SETD5,+",1
"SPCS3>MESD,+",1
"MAP3K3>MESD,+",1
"LARP7>POLK,+",1
"RANBP1>CHMP2A,+",1
"UBE2E3>FNBP1L,+",1
"PSMB5>FNBP1L,+",1
"ATP6V0E1>COX8A,+",1
"LIMA1>PDCD4,+",1
"CTSL>BZW1,+",1
"CD59>IL3RA,+",1
"CTSL>ATP5PB,+",1
"C8orf33>ATP5PB,+",1
"CTSL>MFNG,+",1
"C8orf33>MFNG,-",1
"IL3RA>PKM,+",1
"PKM>PIK3C2A,+",1
"YME1L1>CDH5,+",1
"PSMB5>CDH5,+",1
"SSB>CDH5,+",1
"TCF25>BAZ1B,+",1
"C19orf70>BAZ1B,+",1
"PAIP2>RTCB,+",1
"C8orf33>RTCB,+",1
"PSMD8>RTCB,+",1
"BZW1>RPN2,+",1
"CTSL>MRPL57,+",1
"PKM>SIVA1,+",1
"YME1L1>TIE1,+",1
"C8orf33>MRPL57,+",1
"CTSL>C8orf33,+",1
"SKI>PAFAH1B2,+",1
"OAZ1>VAPA,+",1
"PSMB5>ARL2,+",1
"TSC22D3>EFCAB14,+",1
"CSDE1>BNIP3L,+",1
"BZW1>CD59,+",1
"EFCAB14>PTPRA,+",1
"ATP5MC2>SLC25A5,+",1
"PSMD8>SLC25A5,+",1
"CTSL>LAPTM4B,+",1
"TCF25>ATF6,+",1
"TTC1>ATF6,+",1
"IL3RA>ATF6,+",1
"YME1L1>RPGR,+",1
"CTSL>RPGR,+",1
"PSMD8>PARK7,+",1
"PSMB5>C8orf33,+",1
"SULF2>C8orf33,+",1
"LIMA1>C8orf33,+",1
"RPGR>MRPL57,+",1
"CTSL>CASC4,+",1
"ENSA>MKLN1,+",1
"ENSA>PSMD8,+",1
"PARK7>PSMA3,+",1
"ATXN7L3B>PSMA3,+",1
"PARK7>AK2,+",1
"PSMB5>AK2,+",1
"EIF2S3>TTC1,+",1
"PPP1R14B>ZNF207,+",1
"NRGN>C19orf70,+",1
"FLOT1>BRI3,+",1
"PARK7>C8orf59,+",1
"UQCRH>C8orf59,+",1
"NRGN>C8orf59,+",1
"C19orf70>PSMA3-AS1,-",1
"ATXN7L3B>PSMA3-AS1,+",1
"UQCRH>RNF181,+",1
"NUCB1>RNF181,+",1
"EIF4A1>RNF181,+",1
"PABPN1>BNIP3L,+",1
"PSMA3-AS1>BNIP3L,+",1
"RANBP1>BNIP3L,+",1
"NUCB1>HEXB,+",1
"NRGN>PSMD8,+",1
